idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0001487098,GUILLERMO JOSE OSPINA LOPEZ,la inconstitucionalidad de la detención preventiva,Libro resultado de investigación,True,Colombia,2015,Fondo de Publicaciones Universidad Sergio Arboleda,978-958-8866-35-2,,,No Aplica,Ciencias Sociales;Derecho;Penal,No Aplica
0001448180,ANA ISABEL OSPINA CAICEDO,"C4d unido a reticulocitos, anti-ADN, complemento, y actividad lúdica: Cohorte de pacientes del Hospital Militar Central, Bogotá, Colombia Horizontes de investigación",Libro resultado de investigación,False,España,2015,Editorial Académica Española,3659059064,,,No Aplica,No Aplica,No Aplica
0001520916,"NELSON ADOLFO LOPEZ GARZON, JAIRO ALFONSO VASQUEZ LOPEZ, RUBIEL VARGAS CANAS, ANA MARIA GUEVARA MERA, JOSE MIGUEL ARISTIZABAL TROCHEZ",Sistema de visión artificial para la identificació del signo de Frank.,Otro libro publicado,False,Colombia,2018,Editorial Universidad Del Cauca,978-958-56724-5-1,,,No Aplica,No Aplica,No Aplica
0000000868,JAIRO TOCANCIPA FALLA,"Memorias, Conocimientos Y Cambios En El Diseño Y Construcción De La Nasa Yat, Cauca, Colombia",Libro resultado de investigación,True,Colombia,2013,Colciencias,978-958-46-3615-7,,,No Aplica,No Aplica,No Aplica
0000000868,JAIRO TOCANCIPA FALLA,La Formación del Estado - Nación y las Ciencias Sociales en Colombia,Libro resultado de investigación,False,Colombia,2000,Universidad del Cauca ISBN:,ISBN: 958-96558-7-4,,,No Aplica,No Aplica,No Aplica
0000000868,JAIRO TOCANCIPA FALLA,"CAFETEROS del Macizo Colombiano: re-creando historias en tiempos de crisis, corregimiento de El Paraíso (Sucre, Cauca)",Libro resultado de investigación,True,Colombia,2015,Editorial Unicauca,978-958-732-189-0,,,Antropología del Conocimiento;Antropología y ambiente;Cambio Social y Cultural;Café;consumo e identidad;Coca y café;Región;cultura y sociedad;cultura contexto global local,No Aplica,No Aplica
0000000868,"JAIRO TOCANCIPA FALLA, ASTRID LORENA PERAFAN LEDEZMA, BEATRIZ NATES CRUZ, CRISTOBAL GNECCO VALENCIA, DARIO ALBERTO BLANCO ARBOLEDA, EDUARDO RESTREPO, ELIAS SEVILLA CASAS, ELIZABETH TABARES TRUJILLO, GERMAN ANDRES MORIONES POLANIA, HERINALDY GOMEZ, JANETH ALEXANDRA CABRERA BRAVO, JUAN CARLOS PINACUE ACHICUE, LUCIA EUFEMIA MENESES, MARGARITA SERJE DE LA OSSA, WALTER JULIAN QUINCHOA CAJAS, WILLIAM ANDRES MARTINEZ DUENAS",Antropología en Colombia tendencias y debates,Libro resultado de investigación,True,Colombia,2016,Editorial Unicauca,978-958-732-220-0,,,Antropología del Conocimiento;Estado-nación;análisis social;Historia de la disciplina;Sociedad y Cultura en comunidades académicas;Teoría Antropológica y producción del conocimiento,"Humanidades;Historia y Arqueología;Historia, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000000868,"JAIRO TOCANCIPA FALLA, CRISTOBAL GNECCO VALENCIA","Antropologías en América Latina. Prácticas, alcances y retos",Libro resultado de investigación,True,Colombia,2017,Editorial Universidad Del Cauca,978-958-732-293-4,,,Antropología del Conocimiento;El papel de las ciencias sociales y el Estado;Historia de la disciplina;Sociedad y Cultura en comunidades académicas;Teoría Antropológica y producción del conocimiento,"Humanidades;Otras historias;Historia de la Ciencia y Tecnología, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000000868,JAIRO TOCANCIPA FALLA,"Estado Plurinacional, Interculturalidad y Derechos de la Naturaleza. Los retos de la Amazonía Ecuatoriana",Otro libro publicado,False,Ecuador,2015,Universidad Estatal Amazónica,000-000-000-1,,,No Aplica,No Aplica,No Aplica
0000000868,JAIRO TOCANCIPA FALLA,"Estado Plurinacional, interculturalidad y derechos de la naturaleza",Libro resultado de investigación,False,Ecuador,2015,Universidad Estatal Amazónica,978-9942-932-17-4,,,Antropología del Conocimiento;Antropologìa polìtica;Antropología y Desarrollo;Antropología y ambiente;Gastronomía amazónica;valoración de saberes;Interculturalidad;identidad y cambio social,Ciencias Sociales;Sociología;Antropología,No Aplica
0000000868,"JOSEF HANS DREXLER, JAIRO TOCANCIPA FALLA",Investigar la vida social : orientaciones desde la etnografía,Libro resultado de investigación,True,Colombia,2020,Ediorial Universidad Del Cauca,978-958-732-447-1,,,Antropología del Conocimiento;Metodologías Participativas y Desarrollo Rural;Investigación colaborativa;diálogo saberes;Teoría Antropológica y producción del conocimiento,"Ciencias Sociales;Sociología;Antropología, Humanidades;Otras Humanidades;Otras Humanidades",No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Ecología Histórica: Interacciones Sociedad-Ambiente A Distintas Escalas Espacio-Temporales,Libro resultado de investigación,False,Colombia,2008,Editorial Universidad Tecnológica de Pereira,978-958-722-001-8,1,100,No Aplica,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Páramos De Las Cordilleras Central Y Occidental De Colombia. Informe Región Del Grupo De Trabajo En Páramos Centroccidente Gtp-Co,Libro pedagógico y/o de divulgación,False,Colombia,2005,Editorial Feriva,958-8094-96-8,1,300,No Aplica,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Complejo de páramo de las hermosas,Libro resultado de investigación,False,Colombia,2016,Ediorial Universidad Del Cauca,14-13-014-216,,,No Aplica,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Páramos Protegidos. Alta montaña de la Cordillera Central del Valle del Cauca,Otro libro publicado,False,Colombia,2018,Corporacion Autonoma Regional Del Valle Del Cauca Cvc,978-958-8332-91-8,,,Alta montaña;Ambiente;Páramos,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Complejo de páramos Las Hermosas,Otro libro publicado,False,Colombia,2016,No Aplica,978-958-732-203-3,,,No Aplica,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Re-pensando la educación ambiental desde las tierras altas del Valle del Cauca,Otro libro publicado,False,Colombia,2018,No Aplica,978-958-8332-89-5,,,No Aplica,No Aplica,No Aplica
0000250309,GUILLERMO ANDRES OSPINA RODRIGUEZ,Ecología Histórica: Interacciones Sociedad Ambiente a distintas escalas Sociotemporales,Otro libro publicado,False,Colombia,2008,No Aplica,978-958-722-001-8,,,No Aplica,No Aplica,No Aplica
0000000884,"DANIEL ORTIZ GALLEGO, CARLOS LUIS DEL CAIRO SILVA, TOMAS VERGARA GUTIERREZ, JUAN SEBASTIAN VELEZ TRIANA, IVAN EMILIO MONTENEGRO PERINI, NATHALI CEDENO GRACIA",Playa Güío: ecoturismo y esperanza,Otro libro publicado,False,Colombia,2016,Ecoe Ediciones Universidad Javeriana,9789587169942,,,No Aplica,No Aplica,No Aplica
0000000884,"CARLOS LUIS DEL CAIRO SILVA, DANIEL ORTIZ GALLEGO, TOMAS VERGARA GUTIERREZ, JUAN SEBASTIAN VELEZ TRIANA",Vivir la selva y sentir el río. Dinámicas socioecológicas y trayectorias comunitarias en las ve-redas Bocas del Raudal y Damas del Nare (Guaviare).,Libro pedagógico y/o de divulgación,False,Colombia,2019,Ecoe Ediciones Universidad Javeriana,978-958-781-345-6,,,No Aplica,No Aplica,No Aplica
0000000884,"MARGARITA CHAVES CHAMORRO, CARLOS LUIS DEL CAIRO SILVA",Perspectivas Antropológicas Sobre La Amazonia Contemporánea,Libro resultado de investigación,False,Colombia,2010,Institulo Colombiano De Antropologia E Historia,978-958-8181-62-2,0,678,No Aplica,Ciencias Sociales;Sociología;Antropología,No Aplica
0000062812,"CAROLINA CASTRILLON OJEDA, MARTHA TERESA MARTINEZ RUBIANO, MILTON PUENTES GALINDO, JAIRO TOCANCIPA FALLA, RONALD SANCHEZ ESCOBAR","Conocimiento local y riesgo por tsunami en Guapi, Cauca. Una perspectiva interdiscipinaria.",Libro resultado de investigación,False,Colombia,2015,Universidad del Cauca,978-858-732-200-2,,,No Aplica,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geociencias (Multidisciplinario),No Aplica
0000661210,JANETH ALEXANDRA CABRERA BRAVO,Cuerpos Inacabados. Del imaginario a la construcción quirúrgica del cuerpo. Un ejercicio etnografico desde Pasto,Libro resultado de investigación,False,Alemania,2013,Editorial Académica Española,978-3-659-07127-0,,,Cuerpo;Imaginarios;Antropología;Cirugía estética;Industrias de la belleza,No Aplica,No Aplica
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,Narración cinematográfica.Potencialidades pedagógicas y en Investigación cualitativa,Libro resultado de investigación,True,Colombia,2018,Editorial Universidad Del Cauca,9789587323108,,,Narración;Narración cinematográfica;Pedagogía;Investigación Cualitativa,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales, Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social, Humanidades;Otras Humanidades;Otras Humanidades, Humanidades;Arte;Artes audiovisuales",No Aplica
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,La Historia de Colombia en el cine de ficción hecho en Colombia,Otro libro publicado,False,Colombia,2013,Editorial Santiago de Cali,978-958-8303-87-1,,,Cine;Historia;Ficción;Pedagogía;Cine Colombiano,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Humanidades;Otras Humanidades;Otras Humanidades, Humanidades;Arte;Artes audiovisuales, Humanidades;Otras historias;Otras Historias Especializadas, Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social",No Aplica
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,Representaciones Audiovisuales,Otro libro publicado,False,Colombia,2015,Editorial Universidad Santiago de Cali,978-958-8920-09-2,,,Representaciones audiovisuales;Cine;Cine Colombiano;Acción;Arte,"Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales, Humanidades;Otras Humanidades;Otras Humanidades, Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social, Humanidades;Arte;Artes plásticas y visuales, Ciencias Sociales;Periodismo y Comunicaciones;Periodismo",No Aplica
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,Virtualidad y Narraciones de ciudad,Libro resultado de investigación,True,Colombia,2021,Editorial Kinesis,9789585592858,,,No Aplica,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,¿será que nos estamos lavando por algo?,Otro libro publicado,False,Colombia,1997,Fundación Social,,1,100,Desarrollo social;impacto ambiental;desplazamiento urbano,Ciencias Sociales;Periodismo y Comunicaciones;Periodismo,Construcción civil
0000350028,"JORGE PRUDENCIO LOZANO BOTACHE, HUGO RINCON GONZALEZ, HECTOR ALBERTO TORRES MURCIA, DIANA PATRICIA HERNANDEZ VERA",Conservemos el Norte,Libro resultado de investigación,False,Colombia,2003,Corporación ambiente y desarrollo,33-4376-5,0,156,No Aplica,"Ciencias Sociales;Periodismo y Comunicaciones;Periodismo, Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo)",Construcción civil
0000350028,JORGE PRUDENCIO LOZANO BOTACHE,Conservemos El Norte,Otro libro publicado,False,Colombia,2003,Corporación ambiente y desarrollo,9583346861,1,52,No Aplica,No Aplica,No Aplica
0000039430,JOSEF HANS DREXLER,¿Wildnis ist Unkraut und Medizin!¿ Anbau und Weltbild bei Bauern der kolumbianischen Karibikküste,Libro resultado de investigación,False,Alemania,2001,Akademischer Verlag München,3932965582,,,No Aplica,No Aplica,No Aplica
0000039430,JOSEF HANS DREXLER,"¿Aqui, no! En los montes, sí!¿ Cosmología y medicina tradicional de los Zenúes",Libro resultado de investigación,False,Ecuador,2002,Ediciones Abya Yala,9978222464,,,No Aplica,No Aplica,No Aplica
0000039430,JOSEF HANS DREXLER,Skinheads in Deutschland ¿ Interviews,Libro resultado de investigación,False,Alemania,1995,Sonnentanz-Verlag,3926794267,,,No Aplica,"Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia)",No Aplica
0000039430,JOSEF HANS DREXLER,"Öko-Kosmologie ¿ Die vielstimmige Widersprüchlichkeit Indioamerikas. Ressourcenkrisenmanagement am Beispiel der Nasa (Páez) von Tierradentro, Kolumbien",Libro resultado de investigación,False,Alemania,2009,LIT Verlag,9783825819262,,,No Aplica,No Aplica,No Aplica
0000039430,JOSEF HANS DREXLER,"Die Illusion des Opfers, Ein wissenschaftlicher Überblick über die wichtigsten Opfertheorien ausgehend vom deleuzianischen Polyperspektivismusmodell",Libro resultado de investigación,False,Alemania,1993,Akademischer Verlag München,3929115131,,,No Aplica,Humanidades;Otras Humanidades;Filosofía,No Aplica
0000039430,JOSEF HANS DREXLER,"Die Zenú der kolumbianischen Karibikküste, Religions- und Weltbildkonzepte",Libro resultado de investigación,False,Alemania,1997,Akademischer Verlag München,3932965035,,,No Aplica,No Aplica,No Aplica
0000000973,MYRIAM AMPARO ESPINOSA BALLEN,Surgimiento y andar territorial del Quintín Lame,Otro libro publicado,False,Colombia,1996,Abya - Yala,99782224,1000,102,Proceso social;cultural;político;regional;etno;Memoria social;invención de historias;interpreta;Etnicidad;identidad;paez;autonomía terrirorial;antropologìa polìtica;Acción ritual;hecho histórico,Ciencias Sociales;Sociología;Antropología,"Educación, Otros sectores"
0000000973,"MYRIAM AMPARO ESPINOSA BALLEN, CARLOS ARIEL RUIZ, NATHALIA URBANO, EDUARDO GOMEZ CEBALLOS, ALESSANDRO TORRES, CAROLIUNA GARCIA",El Cauca: Anternativas De Paz Y Gobernabilidad. Mongrafia Del Conflicto Armado,Libro resultado de investigación,False,Colombia,2003,Editorial El Malpensante,958-95450-3-3,1,104,antropologìa polìtica;conflictro armado;militarismo y movimientos armados,"Ciencias Sociales;Sociología;Antropología, Ciencias Sociales;Ciencias Políticas;Ciencias Políticas",No Aplica
0000660574,PAOLA ANDREA ACOSTA NATES,Tecnologías de la información y la comunicación en poblaciones indígenas,Libro resultado de investigación,False,Colombia,2017,Centro Editorial Universidad De Caldas,978-958-759-167-5,,,No Aplica,No Aplica,No Aplica
0001233513,WALTER JULIAN QUINCHOA CAJAS,Caracterización sociocultural y económica. Complejo de Páramos Las Hermosas,Libro resultado de investigación,False,Colombia,2016,Editorial Universidad Del Cauca,978-958-732-203-3,,,No Aplica,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000011363,"JULIO CESAR KLINGER HERNANDEZ, JULIAN A HERRERA",Psiconeuroinmunología Para La Práctica Clínica,Libro resultado de investigación,False,Colombia,2009,Programa Editorial Universidad Del Valle,978-958-670-717-6,,,No Aplica,No Aplica,No Aplica
0000263362,MARIA NELCY OROZCO GARCIA,Fundamentación científica y habilidades clínicas en la formación del médico general,Otro libro publicado,False,Colombia,2008,Editorial Universidad Del Cauca,978-958-9451-73-1,100,175,No Aplica,No Aplica,No Aplica
0000011916,MYRIAM BRAVO CORREA,Fundamentación científica y habilidades clínicas en la formación del médico general,Otro libro publicado,False,Colombia,2008,Editorial Universidad Del Cauca,978-958-9451-73-1,1,181,No Aplica,No Aplica,No Aplica
0000032319,HAROLD LEON RUIZ CORREA,Investigación en Gestión e Organizaciones una visión desde el Suroccidente Colombiano,Libro resultado de investigación,False,Colombia,2019,Universidad Cooperativa de Colombia,978-958-48-7107-7,,,No Aplica,No Aplica,No Aplica
0000021880,"JUAN CAMILO OSPINA QUINTERO, DIEGO MAURICIO LOPEZ GUTIERREZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIA ANGELICA FERNANDEZ ARTURO",Adquisición de Sistemas de Información para Registros Clínicos Electrónicos. Un Método Formal Basado En El Estándar ISO/IEC 12207,Libro resultado de investigación,False,Estados Unidos,2012,R&I Books,978-0-9833210-9-5,,,No Aplica,No Aplica,No Aplica
0001448280,ROSANA PEREZ MERA,Minimización Sin Restricciones,Otro libro publicado,False,Colombia,2010,Sello Editorial Universidad del Cauca,9789587320688,100,138,Optimización sin restricciones;condiciones de optimalidd;Convexidad;Búsqueda direccional,Ciencias Naturales;Matemática;Matemáticas Aplicadas,No Aplica
0001448280,"ROSANA PEREZ MERA, FAVIAN ARENAS, HECTOR JAIRO MARTINEZ ROMERO, CARLOS ANDRES ARIAS TORRES","El problema de complementariedad no lineal: Teoría, aplicaciones y nuevos algoritmos para su solución",Libro resultado de investigación,False,Colombia,2019,Programa Editorial De La Universidad Del Valle,978-958-5599-17-8,,,Complementariedad no lineal;Función de complementariedad;global method;Método de Newton;Método cuasi-Newton;Convergencia q-cuadrática;Convergencia súper lineal,Ciencias Naturales;Matemática;Matemáticas Aplicadas,No Aplica
0000273376,"HECTOR JAIRO MARTINEZ ROMERO, ANA MARIA SANABRIA",Algebra Lineal,Libro resultado de investigación,False,Colombia,2014,Centro Editorial Universidad Del Valle,978-958765-094-5,,,Sistemas de ecuaciones lineales;Vectores de Rn;Rectas;Planos e Hiperplanos en Rn;Matrices;Espacios vectoriales;Transformaciones lineales;Valores y vectores propios,Ciencias Naturales;Matemática;Matemáticas Puras,No Aplica
0000273376,"HECTOR JAIRO MARTINEZ ROMERO, ROXANA PEREZ, FAVIAN ENRIQUE ARENAS APARICIO","El problema de complementariedad no lineal. Teoría, aplicaciones y nuevos algoritmos para su solución",Libro resultado de investigación,True,Colombia,2019,Universidad del Valle,978-958-55991-7-8,,,No Aplica,Ciencias Naturales;Matemática;Matemáticas Puras,No Aplica
0000273376,"HECTOR JAIRO MARTINEZ ROMERO, GONZALO GARCIA",Utilización del computador en la enseñanza del Álgebra Lineal. Guía y Software,Libro resultado de investigación,False,Colombia,1991,Universidad del Valle,,,1,enseñanza,Ciencias Naturales;Matemática;Matemáticas Puras,Educación
