idcvlac,categoria,nombre,nombre_citaciones,nacionalidad,sexo
0000171706,No Aplica,Luisa Damaris Ramos Riascos,"RAMOS RIASCOS, LUISA DAMARIS",Colombiana,Femenino
0000399264,No Aplica,Manuel Jose Amezquita Valencia,"AMÉZQUITA-VALENCIA, M. J.",Colombiana,Masculino
0000013340,No Aplica,María Patricia Zuluaga Moreno,"ZULUAGA MORENO, MARIA PATRICIA",Colombiana,Femenino
0001465060,No Aplica,misael cordoba arroyo,Cordoba Misael,Colombiana,Masculino
0001609690,No Aplica,Viviana Ortega Burbano,"ORTEGA BURBANO, VIVIANA",Colombiana,Femenino
0001465065,No Aplica,Viviana Moreno Serna,"MORENO SERNA, VIVIANA",Colombiana,Femenino
0000405701,No Aplica,Wilquin Farid PEÑA SCARPETTA,"PEÑA SCARPETTA, WILQUIN FARID",Colombiana,Masculino
0001700475,No Aplica,Yina Marcela Bazante Anacona,"BAZANTE ANACONA , YINA MARCELA",Colombiana,Femenino
0000095983,No Aplica,YUDI CAROLINA IMBACHI CLAROS,"IMBACHI CLAROS, YUDI CAROLINA",Colombiana,Femenino
0000025819,No Aplica,Oscar Eduardo Valencia Mesa,"VALENCIA MESA, OSCAR EDUARDO",Colombiana,Masculino
0000112967,No Aplica,ADRIANA SOFIA MOSQUERA RODRIGUEZ,"MOSQUERA RODRIGUEZ, ADRIANA SOFIA",Colombiana,Femenino
0000154214,No Aplica,JOHANNA FABIOLA CALDON PALECHOR,"CALDON PALECHOR, JOHANNA FABIOLA",Colombiana,Femenino
0000470651,No Aplica,Jorge William Ordóñez Fernández,"ORDÓÑEZ FERNÁNDEZ, JORGE WILLIAM",Colombiana,Masculino
0000101552,No Aplica,juan gomez hernandez,"GOMEZ HERNANDEZ, JUAN",Mexicana,Masculino
0001652245,No Aplica,Julián Andrés Gutiérrez Pisso,"GUTIÉRREZ PISSO, JULIÁN ANDRÉS",Colombiana,Masculino
0001287974,No Aplica,Leonardo Sabogal Murcia,"SABOGAL MURCIA, LEONARDO",Colombiana,Masculino
0000110851,No Aplica,Liliana Charry Lozano,"CHARRY LOZANO, LILIANA",Colombiana,Femenino
0001765148,No Aplica,Ludy Carmenza Imbachi Bolaños,"IMBACHI BOLAÑOS, LUDY C.",Colombiana,Femenino
0001138316,No Aplica,Luis Fernando Calvache Ceballos,"CALVACHE CEBALLOS, LUIS FERNANDO",Colombiana,Masculino
0001489211,No Aplica,VICTOR HUGO LOPEZ ZEMANATE,"LOPEZ ZEMANATE, VICTOR HUGO",Colombiana,Masculino
0001565788,No Aplica,William Andrés Ordóñez Bastidas,"ORDÓÑEZ BASTIDAS, WILLIAM ANDRÉS",Colombiana,Masculino
0000381578,No Aplica,Mario Milver Patiño Velasco,"PATIÑO VELASCO, MARIO MILVER",Colombiana,Masculino
0000352691,Investigador Junior ,Edgar Leonairo Pencue Fierro,"PENCUE FIERRO, EDGAR LEONAIRO",Colombiana,Masculino
0000112500,Investigador Senior ,Alvaro Efraín BASTIDAS GUSTÍN,"BASTIDAS GUSTIN, ALVARO EFRAIN",Colombiana,Masculino
0000865621,No Aplica,Camilo Sánchez Ferreira,"SANCHEZ-FERREIRA, C.",Colombiana,Masculino
0001388035,No Aplica,Carlos Alberto Ospina Caicedo,"OSPINA CAICEDO, CARLOS ALBERTO",Colombiana,Masculino
0000991422,Investigador Junior ,Carlos Diego FERRIN BOLAÑOS,"FERRIN BOLAÑOS, CARLOS DIEGO",Colombiana,Masculino
0001176676,No Aplica,Carlos Felipe Ordoñez Urbano,"ORDOÑEZ URBANO, CARLOS FELIPE",Colombiana,Masculino
0001511196,No Aplica,Carlos Javier Guzmán Burbano,"GUZMÁN BURBANO, CARLOS JAVIER",Colombiana,Masculino
0001305689,No Aplica,Carlos ZAMBRANO VELASCO,ZAMBRANO V. C. A.,Colombiana,Masculino
0000000431,No Aplica,Cristian Heidelberg Valencia Payán,"VALENCIA PAYÁN, CRISTIAN HEIDELBERG",Colombiana,Masculino
0000000555,Investigador Asociado ,dagoberto mayorca torres,"MAYORCA TORRES, DAGOBERTO",Colombiana,Masculino
0001824776,No Aplica,Darwin Alexis Arrechea Castillo,"Arrechea-Castillo, Darwin-Alexis",Colombiana,Masculino
0001384136,No Aplica,Diana Rocio Chantre Velasco,dchantre,Colombiana,Femenino
0001713733,No Aplica,DIANA VALERIA REVELO MARTINEZ,"REVELO MARTINEZ, DIANA VALERIA",Colombiana,Femenino
0000420859,No Aplica,Edgar Fabián Delgado Erazo,"ERAZO, E. F. D.",Colombiana,Masculino
0000172634,No Aplica,Edith Lucero Rodriguez Jimenez,"RODRIGUEZ JIMENEZ, EDITH LUCERO",Colombiana,Femenino
0001709952,No Aplica,Eduardo Javier Villarreal Salazar,Javier Villarreal,Colombiana,Masculino
0000000680,Investigador Junior ,Efrain Solarte Rodriguez,"SOLARTE RODRIGUEZ, EFRAIN",Colombiana,Masculino
0000000621,No Aplica,Francisco Daniel Usama Oviedo,"USAMA OVIEDO, FRANCISCO DANIEL",Colombiana,Masculino
0000949159,No Aplica,FRANCISCO JAVIER BUCHELLY IMBACHI,"BUCHELLY IMBACHI, FRANCISCO JAVIER",Colombiana,Masculino
0001388030,No Aplica,Jairo Alfonso Vásquez López,"VÁSQUEZ-LÓPEZ, JAIRO ALFONSO",Colombiana,No Aplica
0000012556,No Aplica,Jauri León Tellez,"LEÓN TELLEZ, JAURI",Colombiana,Masculino
0001517838,No Aplica,Jhonny Alejandro Muñoz Gutierrez,"MUÑOZ GUTIERREZ, JHONNY ALEJANDRO",Colombiana,Masculino
0001713727,No Aplica,JOHANA ANDREA SÁNCHEZ GUEVARA,"SÁNCHEZ GUEVARA, JOHANA ANDREA",Colombiana,Femenino
0000131250,No Aplica,José Sebastián Penagos Yule,"PENAGOS YULE, JOSÉ SEBASTIÁN",Colombiana,Masculino
0000001142,No Aplica,Karem Zohely Tello Velasco,"TELLO VELASCO, KAREM ZOHELY",Colombiana,Femenino
0001431796,No Aplica,Laura Marcela Vásquez López,"VÁSQUEZ LÓPEZ, LAURA MARCELA",Colombiana,Femenino
0000016687,No Aplica,Lisbeth Lucía Martínez Ortega,"MARTÍNEZ ORTEGA, LISBETH LUCÍA",Colombiana,Femenino
0000000402,No Aplica,Luis Fernando PAREDES Ocampo,"PAREDES OCAMPO, LUIS FERNANDO",Colombiana,Masculino
0000001415,No Aplica,Maritza Carolina Tosse Urbano,"TOSSE URBANO, MARITZA CAROLINA",Colombiana,Femenino
0001708969,No Aplica,Michell Garcia Montenegro,"GARCIA MONTENEGRO, MICHELL",Colombiana,Femenino
0000000318,No Aplica,Milton Artunduaga,"ARTUNDUAGA , MILTON",Colombiana,Masculino
0000865168,No Aplica,Paola Andrea Córdoba Estrada,"CORDOBA,E. P. A.",Colombiana,Femenino
0000000804,No Aplica,Paula Andrea Muñoz López,"MUÑOZ LÓPEZ, PAULA ANDREA",Colombiana,Femenino
0000408239,No Aplica,Pierre Pellat Finet,"PELLAT F, P.",Extranjero - otra,Masculino
0000000651,Investigador Junior ,Yady Tatiana Solano Correa,"Solano-Correa, Y. T.",Colombiana,Femenino
0000115964,No Aplica,Yineth Viviana Camacho De Angulo,"CAMACHO DE ANGULO, YINETH VIVIANA",Colombiana,Femenino
0000012904,No Aplica,Adolfo Plazas Tenorio,"PLAZAS TENORIO, ADOLFO",Colombiana,Masculino
0000309869,No Aplica,Adriana Paola Sánchez Rico,"SÁNCHEZ RICO, ADRIANA PAOLA",Colombiana,Femenino
0000207632,No Aplica,Blanca Cecilia Ordòñez Camacho,"ORDÒÑEZ CAMACHO, BLANCA CECILIA",Colombiana,Femenino
0001424070,No Aplica,Cesar Augusto Gomez Villamarin,"GOMEZ VILLAMARIN, CESAR AUGUSTO",Colombiana,Masculino
0001228951,No Aplica,Edson Jenner Sánchez Ipia,"SÁNCHEZ IPIA, EDSON JENNER",Colombiana,Masculino
0000219517,No Aplica,German Adolfo España Muñoz,"ESPAÑA MUÑOZ, GERMAN ADOLFO",Colombiana,Masculino
0000383970,No Aplica,Luisa Fernanda Zapata Arango,"ARANGO, L. F. Z.",Colombiana,Femenino
0000637912,No Aplica,María Fernanda Moreno Prado,"MORENO PRADO, MARÍA FERNANDA",Colombiana,Femenino
0000203793,No Aplica,Martha Nydia OJEDA BAOS,"OJEDA BAOS, MARTHA NYDIA",Colombiana,Femenino
0001201026,No Aplica,Omaira Calvo Giraldo,"CALVO GIRALDO, OMAIRA",Colombiana,Femenino
0000209546,No Aplica,Oscar ARBOLEDA GARZÓN,"ARBOLEDA GARZÓN, OSCAR MAURICIO",Colombiana,Masculino
0000205087,No Aplica,Sandra Patricia Rebolledo Acosta,"REBOLLEDO ACOSTA, SANDRA PATRICIA",Colombiana,Femenino
0001386121,No Aplica,Yury Yohana Castillo Molina,"Castillo, Yury",Colombiana,Femenino
0001035703,No Aplica,Adrian Mauricio Hurtado Sanchez,"Hurtado, Adrian M",Colombiana,Masculino
0000215724,No Aplica,Alba Lorena Silva Silva,"SILVA SILVA, ALBA LORENA",Colombiana,Femenino
0002016388,No Aplica,ALICIA JOHANNA GUERRERO PORTILLA,"GUERRERO PORTILLA, ALICIA JOHANNA",Colombiana,Femenino
0001404505,No Aplica,Ana Maria Chimunja Gonzalez,"CHIMUNJA GONZALEZ, ANA MARIA",Colombiana,Femenino
0001743702,No Aplica,Andrés Felipe Agudelo Concha,"AGUDELO CONCHA, ANDRÉS FELIPE",Colombiana,Masculino
0001363310,Investigador Asociado ,Andrés Fernando Solano Alegría,"SOLANO ALEGRÍA, ANDRÉS FERNANDO",Colombiana,Masculino
0001374407,No Aplica,Carlos Ernesto Maya Vallejo,"MAYA VALLEJO, CARLOS ERNESTO",Colombiana,No Aplica
0000542172,No Aplica,Carlos Hernán Tobar Arteaga,"TOBAR ARTEAGA, CARLOS HERNÁN",Colombiana,Masculino
0000126986,No Aplica,Daniel Eduardo Paz Perafán,"PAZ PERAFÁN, DANIEL EDUARDO",Colombiana,Masculino
0001470559,No Aplica,Diana Jimena Hurtado Cerón,"HURTADO CERÓN, DIANA JIMENA",Colombiana,Femenino
0001566083,No Aplica,EDGAR ROBERTO DULCE VILLARREAL,"DULCE VILLARREAL, EDGAR ROBERTO",Colombiana,Masculino
0000699993,No Aplica,Edgar Willinton Gutierrez Gutierrez,"GUTIERREZ GUTIERREZ, EDGAR WILLINTON",Colombiana,Masculino
0001577301,No Aplica,FABIAN ALEXANDER ORDOÑEZ CASTILLO,"ORDOÑEZ CASTILLO, FABIAN ALEXANDER",Colombiana,Masculino
0001358964,Investigador Junior ,GABRIEL MAURICIO RAMIREZ VILLEGAS,"RAMIREZ VILLEGAS, GABRIEL MAURICIO",Colombiana,Masculino
0001016750,No Aplica,Gabriel Ramiro Muñoz Samboní,"MUÑOZ SAMBONÍ, GABRIEL RAMIRO",Colombiana,Masculino
0000017929,No Aplica,Hanner Fabian Orejuela Muñoz,Hanner Orejuela,Colombiana,Masculino
0001035711,No Aplica,Héctor Fabio Alarcón Yanza,halarcon,Colombiana,Masculino
0001743773,No Aplica,Ingrith Carolina Muñoz Ordoñez,"MUÑOZ ORDOÑEZ, INGRITH CAROLINA",Colombiana,Femenino
0000617326,Investigador Asociado ,Javier Alejandro Jiménez Toledo,"JIMÉNEZ TOLEDO, JAVIER ALEJANDRO",Colombiana,Masculino
0001515307,Investigador Junior ,Jeferson Arango López,"ARANGO, JEFERSON",Colombiana,Masculino
0001633481,No Aplica,Jhon Jairo Alvarez Londoño,"ALVAREZ LONDOÑO, JHON JAIRO",Colombiana,Masculino
0000040856,No Aplica,Jhonattan Solarte Martinez,"SOLARTE MARTINEZ, JHONATTAN",Colombiana,Masculino
0001366437,Investigador Asociado ,Leandro Flórez Aristizábal,"FLÓREZ ARISTIZÁBAL, LEANDRO",Colombiana,Masculino
0001233920,No Aplica,Paulo Cesar Realpe Muñoz,Paulo Realpe-Muñoz,Colombiana,Masculino
0000276316,No Aplica,Rene Fabian ZUÑIGA MUÑOZ,"ZUÑIGA MUÑOZ, RENE FABIAN",Colombiana,Masculino
0000017918,No Aplica,Samith Tatiana Cruz Sánchez,"CRUZ SÁNCHEZ, SAMITH TATIANA",Colombiana,Femenino
0001517915,Investigador Asociado ,Sandra Cano Mazuera,CANO SANDRA,Colombiana,Femenino
0001632451,No Aplica,Sandra Lorena Buitron Ruiz,"BUITRON RUIZ, SANDRA LORENA",Colombiana,Femenino
0000254142,No Aplica,Ulises Hernandez Pino,"HERNANDEZ PINO, ULISES",Colombiana,Masculino
0000542890,No Aplica,Victor Alberto Hermida Quintero,"HERMIDA QUINTERO, VICTOR ALBERTO",Colombiana,Masculino
0000228591,Investigador Asociado ,Wilson Javier Sarmiento Manrique,"SARMIENTO MANRIQUE, WILSON JAVIER",Colombiana,Masculino
0001121855,No Aplica,Yenny Alexandra Méndez Alegría,"MÉNDEZ ALEGRÍA, YENNY ALEXANDRA",Colombiana,Femenino
0000443611,Investigador Junior ,Yuliana Vanesa Puerta Cruz,"PUERTA CRUZ, YULIANA VANESA",Colombiana,Femenino
0000013021,Investigador Senior ,Juan Carlos Corrales Muñoz,"CORRALES MUÑOZ, JUAN CARLOS",Colombiana,Masculino
0001680617,No Aplica,Adriana Gutierrez de la Cruz,"GUTIERREZ DE LA CRUZ, ADRIANA",Colombiana,Femenino
0000012890,Investigador Junior ,Álvaro Rendón Gallón,"RENDÓN GALLÓN, ÁLVARO",Colombiana,Masculino
0001427275,No Aplica,Angela Maria Rodríguez Vivas,Angela Rodriguez-Vivas,Colombiana,Femenino
0001422434,No Aplica,Angela María Vargas Arcila,"VARGAS ARCILA, ANGELA MARÍA",Colombiana,Femenino
0000012912,No Aplica,Carlos Enrique Serrano Castaño,"SERRANO CASTAÑO, CARLOS ENRIQUE",Colombiana,Masculino
0001239368,No Aplica,Cristhian Nicolás Figueroa Martínez,"FIGUEROA MARTÍNEZ, CRISTHIAN NICOLÁS",Colombiana,Masculino
0001427333,No Aplica,Daniel Felipe Rivas Burbano,"RIVAS BURBANO, DANIEL FELIPE",Colombiana,Masculino
0001427600,Investigador Asociado ,David Camilo Corrales Muñoz,"Corrales, David Camilo",Colombiana,Masculino
0000013064,Investigador Senior ,Diego Mauricio López Gutierrez,"LÓPEZ GUTIERREZ, DIEGO MAURICIO",Colombiana,Masculino
0001352316,No Aplica,Edgar Orlando De La Cruz Esparza,"DE LA CRUZ ESPARZA, EDGAR ORLANDO",Colombiana,Masculino
0000474738,Investigador Junior ,Eduardo ROJAS PINEDA,"ROJAS PINEDA, EDUARDO",Colombiana,Masculino
0000349887,No Aplica,Emigdio Andrés Lara Silva,"LARA SILVA, EMIGDIO ANDRÉS",Colombiana,Masculino
0001519048,Investigador Junior ,Emmanuel Gerardo Lasso Sambony,LASSO EMMANUEL,Colombiana,Masculino
0000331589,No Aplica,Eva Juliana Maya Ortiz,"MAYA ORTIZ, EVA JULIANA",Colombiana,Femenino
0000948845,No Aplica,Fernando Aparicio Urbano Molano,"URBANO MOLANO, FERNANDO APARICIO",Colombiana,Masculino
0001191551,No Aplica,Fernando VÉLEZ VARELA,"VÉLEZ VARELA, FERNANDO",Colombiana,Masculino
0000352675,No Aplica,Francisco Orlando Martínez Pabón,"MARTÍNEZ PABÓN, FRANCISCO ORLANDO",Colombiana,Masculino
0000381250,No Aplica,Fulvio Yesid Vivas Cantero,"VIVAS CANTERO, FULVIO YESID",Colombiana,Masculino
0000012670,No Aplica,Giovanny Arteaga Córdoba,"ARTEAGA CÓRDOBA, GIOVANNY",Colombiana,Masculino
0000013056,Investigador Senior ,Gustavo Adolfo Ramírez González,"RAMÍREZ GONZÁLEZ, GUSTAVO ADOLFO",Colombiana,Masculino
0000013072,No Aplica,Hector Fabio Jaramillo Ordoñez,"JARAMILLO ORDOÑEZ, HECTOR FABIO",Colombiana,Masculino
0000012955,No Aplica,Iván Eduardo Hernández Delgado,"HERNÁNDEZ DELGADO, IVÁN EDUARDO",Colombiana,Masculino
0001353372,No Aplica,Iván Ricardo Taimal Narváez,"TAIMAL, IVÁN RICARDO",Colombiana,Masculino
0000305626,No Aplica,Javier Alexander Hurtado Guaca,"HURTADO GUACA, JAVIER ALEXANDER",Colombiana,Masculino
0001427278,No Aplica,Jesús David Ramírez Medina,Jesus David Ramirez,Colombiana,Masculino
0001481137,No Aplica,Johan Edgar Tique Ramírez,"TIQUE RAMÍREZ, JOHAN EDGAR",Colombiana,Masculino
0000012947,No Aplica,José Fernán Martínez Ortega,"MARTÍNEZ, JOSÉ FERNÁN o MARTÍNEZ, JOSÉ-F",Colombiana,Masculino
0000082749,Investigador Junior ,Juan David Rincón Patiño,"Rincon-Patino, Juan",Colombiana,Masculino
0000013161,Investigador Asociado ,Mario Fernando Solarte Sarasty,"SOLARTE SARASTY, MARIO FERNANDO",Colombiana,Masculino
0000875830,No Aplica,Mary Cristina Carrascal Reyes,"CARRASCAL REYES, MARY CRISTINA",Colombiana,Femenino
0000643521,No Aplica,Natalia Carolina Maya Ortiz,"ORTIZ, N. C. M.",Colombiana,Femenino
0001381007,No Aplica,Nilton Fernando Obando Ordoñez,Nilton Obando,Colombiana,Masculino
0000352683,Investigador Senior ,Oscar Mauricio Caicedo Rendón,"CAICEDO RENDÓN, OSCAR MAURICIO",Colombiana,Masculino
0000745960,No Aplica,Paola Andrea Mosquera Tejada,"TEJADA, P. A. M.",Colombiana,Femenino
0000013030,No Aplica,Rafael Rengifo Prado,"RENGIFO PRADO, RAFAEL",Colombiana,Masculino
0001350321,No Aplica,Ricardo Adolfo Aguilar Bolaños,R. Aguilar,Colombiana,Masculino
0000384003,Investigador Junior ,Ricardo Salazar Cabrera,"SALAZAR CABRERA, RICARDO",Colombiana,Masculino
0000012963,No Aplica,Rodrigo Alberto Cerón Martínez,"CERÓN MARTÍNEZ, RODRIGO ALBERTO",Colombiana,Masculino
0000253375,No Aplica,Victor MONDRAGON MACA,"MONDRAGON MACA, VICTOR",Colombiana,Masculino
0001257900,No Aplica,Adriana Alexandra Albarracin Mantilla,"ALBARRACIN MANTILLA, ADRIANA ALEXANDRA",Colombiana,Femenino
0000795488,No Aplica,Alvaro Garzon Rojas,"GARZON ROJAS, ALVARO",Colombiana,Masculino
0001341953,No Aplica,Arnoldo Rafael Teherán Herrera,"TEHERÁN HERRERA, ARNOLDO RAFAEL",Colombiana,Masculino
0000490210,No Aplica,César Alveiro Trujillo Solarte,"TRUJILLO SOLARTE, C. A.",Colombiana,Masculino
0001336405,No Aplica,Idaly Collazos Muñoz,"Collazos, Idaly",Colombiana,Femenino
0001469043,No Aplica,Julián Carmelo López Llorente,"LÓPEZ LLORENTE, JULIÁN CARMELO",Colombiana,Masculino
0001296132,No Aplica,Wilson Olaya León,"OLAYA LEÓN, WILSON",Colombiana,Masculino
0000023995,No Aplica,Shirley Patricia Escalante Dominguez,"ESCALANTE DOMINGUEZ, SHIRLEY PATRICIA",Colombiana,Femenino
0001546891,No Aplica,Adriana Constanza Pavas Quiñones,"PAVAS QUIÑONES, ADRIANA CONSTANZA",Colombiana,Femenino
0001538928,No Aplica,ALAN FERNANDO MUÑOZ VELASCO,"MUÑOZ VELASCO, ALAN FERNANDO",Colombiana,Masculino
0001944983,No Aplica,ALBA LUCIA ARROYAVE ORDOÑEZ,"ARROYAVE ORDOÑEZ, ALBA LUCIA",Colombiana,Femenino
0001574875,No Aplica,Alberto Arango Parra,"ARANGO PARRA, ALBERTO",Colombiana,No Aplica
0000340600,No Aplica,ALFARO TANDIOY FERNANDEZ,"TANDIOY FERNANDEZ, ALFARO",Colombiana,Masculino
0001786575,No Aplica,ALIX ROCIO HURTADO ROSAS,"HURTADO ROSAS , ALIX ROCIO",Colombiana,Femenino
0000047906,No Aplica,ALVARO ANTONIO CORREAL CORTES,"CORREAL CORTES, ALVARO ANTONIO",Colombiana,Masculino
0000149822,No Aplica,andres rodrigo ordoñez erazo,"ORDOÑEZ ERAZO, ANDRES RODRIGO",Colombiana,Masculino
0000181303,No Aplica,ARIADNA ROSERO TORRES,"ROSERO TORRES, ARIADNA",Colombiana,Femenino
0001573126,No Aplica,Brayan Andru MONTENEGRO Embus,"MONTENEGRO EMBUS, BRAYAN ANDRU",Colombiana,Masculino
0001519135,No Aplica,camilo andres Andrade Ojeda,"ANDRADE OJEDA, CAMILO ANDRES",Colombiana,Masculino
0000092264,No Aplica,Carlos Alberto Tituaña Sarabino,"TITUAÑA SARABINO, CARLOS ALBERTO",Colombiana,Masculino
0001765147,No Aplica,Carlos Manuel Caicedo Garces,"CAICEDO GARCES, CARLOS MANUEL",Colombiana,Masculino
0001679647,No Aplica,Carmen Francy Mañunga Capote,"Mañunga Capote, Carmen Francy",Colombiana,Femenino
0000427047,No Aplica,Deya Amparo Pérez Zúñiga,"PÉREZ ZÚÑIGA, DEYA AMPARO",Colombiana,Femenino
0001735490,No Aplica,Diana Carolina Castro Mur,"CASTRO MUR, DIANA CAROLINA",Colombiana,Femenino
0001906539,No Aplica,DIANA CAROLINA DIAZ ORTEGA,"DIAZ ORTEGA, DIANA CAROLINA",Colombiana,Femenino
0001844295,No Aplica,Diana Carolina Tuquerres Viveros,"TUQUERRES VIVEROS, DIANA CAROLINA",Colombiana,Femenino
0000092267,No Aplica,DIANA JUDITH FERNANDEZ SOTELO,"FERNANDEZ SOTELO, DIANA JUDITH",Colombiana,Femenino
0001557196,No Aplica,Diego Eduardo Erazo Guerrero,"ERAZO GUERRERO, DIEGO EDUARDO",Colombiana,Masculino
0000083042,No Aplica,Edison Andres Arteaga Lopez,"ARTEAGA LOPEZ, EDISON ANDRES",Colombiana,Masculino
0001883401,No Aplica,Eduar Andrés Cerón,"Cerón, E",Colombiana,Masculino
0001652421,No Aplica,EDUAR HERNAN TUQUERRES RUIZ,"TUQUERRES RUIZ, EDUAR HERNAN",Colombiana,Masculino
0000042199,No Aplica,EDUARD BENAVIDES VILLAMARIN,"BENAVIDES VILLAMARIN, EDUARD",Colombiana,Masculino
0000159204,No Aplica,Edward Samir Zúñiga Dorado,"ZÚÑIGA DORADO, EDWARD SAMIR",Colombiana,Masculino
0000544345,No Aplica,Edwin Arley Fernandez Agredo,"AGREDO, E. A. F.",Colombiana,Masculino
0001951998,No Aplica,FRANCISCO MORALES GALVEZ,"MORALES GALVEZ, FRANCISCO",Colombiana,Masculino
0000164662,No Aplica,Gerardo Iván Goyes Paredes,"GOYES PAREDES, GERARDO IVÁN",Colombiana,Masculino
0000111705,No Aplica,Guadalupe Esther Hoyos Garcès,"HOYOS GARCÉS, GUADALUPE ESTHER",Colombiana,Femenino
0001822351,No Aplica,HAMES ALFONSO VELASCO,"VELASCO, HAMES ALFONSO",Colombiana,Masculino
0001786876,No Aplica,ILEANA MEDINA VILLANI,"MEDINA VILLANI, ILEANA",Colombiana,Femenino
0000124948,No Aplica,JAIRO ALBERTO ESPAÑA ISACAS,"ESPAÑA ISACAS, JAIRO ALBERTO",Colombiana,Masculino
0001559604,No Aplica,Jhonatan Isaac Tumbo Ruiz,"TUMBO RUIZ, JHONATAN ISAAC",Colombiana,Masculino
0001786347,No Aplica,Jorge Fernando Betancourth Jurado,fjorgebj,Colombiana,Masculino
0001364033,Investigador Junior ,Juan Diego Otero Sarmiento,"OTERO SARMIENTO, JUAN DIEGO",Colombiana,Masculino
0000723703,Investigador Asociado ,Juan Pablo Martínez Idrobo,"MARTÍNEZ IDROBO, JUAN PABLO",Colombiana,Masculino
0001530076,No Aplica,Julián Andrés Garcés Muñoz,"GARCÉS MUÑOZ, JULIÁN ANDRÉS",Colombiana,Masculino
0001421557,No Aplica,Julio César Palechor Valencia,"PALECHOR VALENCIA, JULIO CÉSAR",Colombiana,Masculino
0001554364,No Aplica,Karol Eliana Rodriguez Cabezas,"RODRIGUEZ CABEZAS, KAROL ELIANA",Colombiana,Femenino
0000266981,No Aplica,Lorena Munoz Ohmen,"MUNOZ OHMEN, LORENA",Colombiana,Femenino
0001832095,No Aplica,luis carlos Mejia Perafan,"MEJIA PERAFAN, LUIS CARLOS",Colombiana,Masculino
0000124628,No Aplica,Luis Enrique Garzón Vela,"GARZÓN VELA, LUIS ENRIQUE",Colombiana,Masculino
0001345529,No Aplica,LUZ CARIME CHIA CEPEDA,"CHIA CEPEDA, LUZ CARIME",Colombiana,Femenino
0000160754,No Aplica,María Paula Fernández Certuche,"FERNÁNDEZ CERTUCHE, MARÍA PAULA",Colombiana,Femenino
0001679650,No Aplica,MARIA YAMILE CHAGUENDO CAMAYO,CHAGUENDO CAMAYO MARIA YAMILE,Colombiana,Femenino
0000214108,No Aplica,Maribel Lucia JIMENEZ PAZ,"JIMENEZ PAZ, MARIBEL LUCIA",Colombiana,Femenino
0001872155,No Aplica,MARISOL AYALA LOZANO,"AYALA LOZANO, MARISOL",Colombiana,Femenino
0000163971,No Aplica,Mauricio Hoyos Navia,"HOYOS NAVIA, MAURICIO",Colombiana,Masculino
0001751311,No Aplica,Mayra Alejandra Yule Lozada,Mayra Yule,Colombiana,Femenino
0001300261,No Aplica,Orlando Jesus Alvarez Alvarez,"ALVAREZ ALVAREZ, ORLANDO JESUS",Colombiana,Masculino
0001843232,No Aplica,PABLO ARTURO VIVAS ORDOÑEZ,Pablo vivas,Colombiana,Masculino
0001479652,No Aplica,PAULO ANDRES LOPEZ ZUÑIGA,"LOPEZ ZUÑIGA, PAULO ANDRES",Colombiana,Masculino
0000063913,No Aplica,Raquel Sofía Flórez Muñoz,"FLÓREZ M., RAQUEL S.",Colombiana,Femenino
0001818072,No Aplica,Richar Alexander Garcia Mazabuel,"GARCIA MAZABUEL, RICHAR ALEXANDER",Colombiana,No Aplica
0001565693,No Aplica,Roberto Encarnación Mosquera,"ENCARNACIÓN MOSQUERA, ROBERTO",Colombiana,Masculino
0000073237,No Aplica,Sandra Lucia Manzano,"MANZANO, SANDRA LUCIA",Colombiana,Femenino
0001601700,No Aplica,SANDRA MILENA ENRIQUEZ TROCHEZ,"ENRIQUEZ TROCHEZ, SANDRA MILENA",Colombiana,Femenino
0001580379,No Aplica,Tatiana González Rojas,"GONZÁLEZ ROJAS, TATIANA",Colombiana,Femenino
0001433528,No Aplica,Victor Alfonso Riascos Mendez,"RIASCOS MENDEZ, VICTOR ALFONSO",Colombiana,Masculino
0001403131,No Aplica,Victoria Eugenia Pino Teran,"PINO TERAN, VICTORIA EUGENIA",Colombiana,Femenino
0000942430,No Aplica,Willian Arvey Molano Gabalán,"MOLANO GABALÁN, WILLIAN ARVEY",Colombiana,Masculino
0001573510,No Aplica,YAMILÉ HIDALGO URREA,"HIDALGO URREA, YAMILÉ",Colombiana,Femenino
0001553875,No Aplica,Yolanda del Socorro Alvear Guerrero,"ALVEAR GUERRERO, YOLANDA DEL SOCORRO",Colombiana,Femenino
0000349925,Investigador Junior ,Ivan Paz Narvaez,"PAZ NARVAEZ, IVAN",Colombiana,Masculino
0000344206,No Aplica,Fredy Javier López Molina,"LÓPEZ MOLINA, FREDY JAVIER",Colombiana,Masculino
