idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000000555,DAGOBERTO MAYORCA TORRES,"Diseño y construcción de prototipo para la clasificación de lulo, Solanum sp mediante técnicas de visión artificial y automatización","Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana",False,2017,Editorial Unimar,Editorial Unimar,,431 - 445,No Aplica,No Aplica,No Aplica,"Diseño y construcción de prototipo para la clasificación de lulo, Solanum sp mediante técnicas de visión artificial y automatización","Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo para la selección y clasificación de piedras preciosas usando técnicas de visión artificial,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana",False,2017,Editorial Unimar,Editorial Unimar,,397 - 412,No Aplica,No Aplica,No Aplica,Prototipo para la selección y clasificación de piedras preciosas usando técnicas de visión artificial,"Investigación al centro Ciencia, tecnología e innovación en la Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,Aplicación de las técnicas de la visión artificial en la identificación de características biométricas del esperma humano,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana",False,2018,Editorial Unimar,Editorial Unimar,,189 - 198,No Aplica,No Aplica,No Aplica,Aplicación de las técnicas de la visión artificial en la identificación de características biométricas del esperma humano,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,I Muestra de Proyectos de Ingeniería Mecatrónica y Automatización 2016,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana",False,2018,Editorial Unimar,Editorial Unimar,,177 - 182,No Aplica,No Aplica,No Aplica,I Muestra de Proyectos de Ingeniería Mecatrónica y Automatización 2016,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,Desarrollo de un sistema de monitoreo de somnolencia para conductores a través del uso de visión artificial,Comunicación de la ciencia en la era digital,False,2021,Fundación Lasirc,Fundación LASIRC,,54 - 64,No Aplica,No Aplica,No Aplica,Desarrollo de un sistema de monitoreo de somnolencia para conductores a través del uso de visión artificial,Comunicación de la Ciencia en la era digital
0000000555,DAGOBERTO MAYORCA TORRES,Control predictivo sujeto a restricciones de un motor DC presente en un exoesqueleto de miembro inferior,Memorias del I Congreso Internacional de Bioingeniería y Sistemas de Rehabilitación.,False,2018,Editorial Universitaria Abya-Yala Quito-Ecuador,Editorial Universitaria Abya-Yala Quito-Ecuador,,227 - 237,No Aplica,No Aplica,No Aplica,Control predictivo sujeto a restricciones de un motor DC presente en un exoesqueleto de miembro inferior,Memorias del I Congreso Internacional de Bioingeniería y Sistemas de Rehabilitación.
0000000555,DAGOBERTO MAYORCA TORRES,Análisis de morfología y distribución de presiones de la huella plantar para el diseño de calzado en pacientes con diabetes mellitus,Memorias del I Congreso Internacional de Bioingeniería y Sistemas de Rehabilitación.,False,2018,Editorial Universitaria Abya-Yala Quito-Ecuador,Editorial Universitaria Abya-Yala Quito-Ecuador,,275 - 285,No Aplica,No Aplica,No Aplica,Análisis de morfología y distribución de presiones de la huella plantar para el diseño de calzado en pacientes con diabetes mellitus,Memorias del I Congreso Internacional de Bioingeniería y Sistemas de Rehabilitación.
0000000555,DAGOBERTO MAYORCA TORRES,mechatronic support product focused on occupation. case study in spinal,Avances en Bioingeniería y sistemas inteligentes de rehabilitación en Latinoamerica 2019,False,2019,Editorial Universitaria UTN,Editorial Universitaria UTN,,12 - 17,No Aplica,No Aplica,No Aplica,mechatronic support product focused on occupation. case study in spinal,Avances en Bioingeniería y sistemas inteligentes de rehabilitación en Latinoamerica 2019
0000000555,DAGOBERTO MAYORCA TORRES,Implementación de un sistema de captura de movimiento bidimensional para el analisis de marcha humana,Memorias del II congreso internacional de bioingeniería y sistemas inteligentes de rehabilitación,False,2019,Editorial Universitaria UTN,Editorial Universitaria UTN,,113 - 117,No Aplica,No Aplica,No Aplica,Implementación de un sistema de captura de movimiento bidimensional para el analisis de marcha humana,Memorias del II congreso internacional de bioingeniería y sistemas inteligentes de rehabilitación
0000000555,DAGOBERTO MAYORCA TORRES,"Diseño y construcción de prototipo para la clasificación de lulo, Solanum sp mediante técnicas de visión artificial y automatización",La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR,True,2017,Editorial Unimar,Editorial Unimar,,431 - 445,No Aplica,No Aplica,No Aplica,"Diseño y construcción de prototipo para la clasificación de lulo, Solanum sp mediante técnicas de visión artificial y automatización",La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo para la selección y clasificación de piedras preciosas usando técnicas de visión artificial,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR,True,2017,Editorial Unimar,Editorial Unimar,,397 - 412,No Aplica,No Aplica,No Aplica,Prototipo para la selección y clasificación de piedras preciosas usando técnicas de visión artificial,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo vehículo controlado por visión artificial,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR,True,2017,Editorial Unimar,Editorial Unimar,,263 - 278,No Aplica,No Aplica,No Aplica,Prototipo vehículo controlado por visión artificial,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR
0000000555,DAGOBERTO MAYORCA TORRES,Diseño y construcción de una banda mecánica para la selección de objetos de color,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR,True,2017,Editorial Unimar,Editorial Unimar,,413 - 428,No Aplica,No Aplica,No Aplica,Diseño y construcción de una banda mecánica para la selección de objetos de color,La Investigación al centro - llI Exposición de Trabajos de Investigación UNIMAR
0000000555,DAGOBERTO MAYORCA TORRES,Vinculación del Programa Ingeniería Mecatrónica de la Universidad Mariana a la Red Nacional de Ingeniería Mecatrónica y Automática,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana",True,2018,Editorial UNIMAR,Editorial Unimar,,199 - 206,No Aplica,No Aplica,No Aplica,Vinculación del Programa Ingeniería Mecatrónica de la Universidad Mariana a la Red Nacional de Ingeniería Mecatrónica y Automática,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,Aplicación de las técnicas de la visión artificial en la identificación de características biométricas del esperma humano,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana",True,2018,Editorial UNIMAR,Editorial Unimar,,189 - 198,No Aplica,No Aplica,No Aplica,Aplicación de las técnicas de la visión artificial en la identificación de características biométricas del esperma humano,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana"
0000000555,DAGOBERTO MAYORCA TORRES,IMuestra de Proyectos de Ingeniería Mecatrónica y Automatización 2016,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana",True,2018,Editorial UNIMAR,Editorial Unimar,,177 - 182,No Aplica,No Aplica,No Aplica,IMuestra de Proyectos de Ingeniería Mecatrónica y Automatización 2016,"Experiencias de capacidad científica, desarrollo tecnológico e innovación en los grupos de investigación de la Facultad de Ingeniería - Universidad Mariana"
0000000680,"EFRAIN SOLARTE RODRIGUEZ, CARLOS J DIAZ, JORGE ARCE CHAVES",National Contexts for Mathematics and Science Education: An Encyclopedia of the Education Systems Participating in TIMSS,National Contexts for Mathematics and Science Education: An Encyclopedia of the Education Systems Participating in TIMSS,False,1999,Corvinus University of Budapest,Corvinus University of Budapest,,,Science Education,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Educación, Otros sectores",National Contexts for Mathematics and Science Education: An Encyclopedia of the Education Systems Participating in TIMSS,National Contexts for Mathematics and Science Education: An Encyclopedia of the Education Systems Participating in TIMSS
0000000680,"CLARA EUGENIA GOYES LOPEZ, MAURIZIO FERRARI, EFRAIN SOLARTE RODRIGUEZ",Effect of CO2 laser irradiation on the performances of sol-gel-derived Er3+-activated SiO2 - ZrO2 and SiO2 - HfO2 planar waveguides,Photon Processing In Microelectronics And Photonics Vi,False,2007,No Aplica,No Aplica,,0D - 5468,Laser Processing;Materials processing,"Ciencias Naturales;Ciencias Físicas;Óptica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación,Effect of CO2 laser irradiation on the performances of sol-gel-derived Er3+-activated SiO2 - ZrO2 and SiO2 - HfO2 planar waveguides,Photon Processing In Microelectronics And Photonics Vi
0000000680,EFRAIN SOLARTE RODRIGUEZ,CO2 (10.6 μm) laser for high tech ceramic materials production,Laser Beam Shaping Vii,False,2006,No Aplica,No Aplica,,00Z -,No Aplica,No Aplica,No Aplica,CO2 (10.6 μm) laser for high tech ceramic materials production,Laser Beam Shaping Vii
0000000680,EFRAIN SOLARTE RODRIGUEZ,El Universo de la Luz,X Encuentro Nacional De Óptica & I Conferencia Andina Y Del Caribe En Óptica Y Sus Aplicaciones,False,1995,Universidad Del Valle Centro De Publicaciones,Universidad Del Valle Centro De Publicaciones,,61 - 104,Science Education,Ciencias Naturales;Ciencias Físicas;Física de la Materia,Educación,El Universo de la Luz,X Encuentro Nacional De Óptica & I Conferencia Andina Y Del Caribe En Óptica Y Sus Aplicaciones
0000000680,EFRAIN SOLARTE RODRIGUEZ,Coherence measurements of a Nd-YAG laser by image processing of Michelson interferometer fringe patterns,Lasers And Laser Technologies Proceedings Of Spie Volume: 6028,False,2005,No Aplica,No Aplica,,1F -,No Aplica,No Aplica,No Aplica,Coherence measurements of a Nd-YAG laser by image processing of Michelson interferometer fringe patterns,Lasers And Laser Technologies Proceedings Of Spie Volume: 6028
0000000680,"CLARA EUGENIA GOYES LOPEZ, ALVARO CASAS BEDOYA, EFRAIN SOLARTE RODRIGUEZ, FEDERICO SEQUEDA, ALFONSO DEVIA","Preparation and characterization of ceramic thin films, structures, and nanocrystals using CO2 laser annealing treatment",Ico 20: Materials And Nanostructures. Proceedings Of Spie,False,2006,S P I E - International Society for Optical Engineering,S P I E - International Society for Optical Engineering,6029,82 - 87,Yttria Stabilized Zirconia;Materials processing;Laser Processing;Nanolayers,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)","Aeronáutica y espacio, Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos, Desarrollo de nuevos materiales","Preparation and characterization of ceramic thin films, structures, and nanocrystals using CO2 laser annealing treatment",Ico 20: Materials And Nanostructures. Proceedings Of Spie
0000000680,"ALVARO EFRAIN BASTIDAS GUSTIN, EDITH RODRIGUEZ, MAURICIO JARAMILLO AYERBE, EFRAIN SOLARTE RODRIGUEZ","Simulation model of absorption and scattering properties of laser light applied to urban aerosols over the city of Popayán, Colombia",Proccedings Spie- Laser Radar Techniques: Ranging And Atmospheric Lidar,False,2004,No Aplica,No Aplica,5575,147 - 154,Coherent Light Scattering;LIDAR;Atmospheric Aerosols;PM10,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas","Aeronáutica y espacio, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.","Simulation model of absorption and scattering properties of laser light applied to urban aerosols over the city of Popayán, Colombia",Proccedings Spie- Laser Radar Techniques: Ranging And Atmospheric Lidar
0000000680,"EFRAIN SOLARTE RODRIGUEZ, FELIPE BELTRAN",Analysis of the Gordon-Haus Effect in Quasi-Soliton Systems,Ico20: Optical Communication. Proceedings Of Spie,False,2006,No Aplica,No Aplica,6025,506 - 511,Non Linear Optics;Solitons;Quasi-Solitons;Gordon-Haus Effec;Noise;Optical amplifier,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Aeronáutica y espacio, Fabricación de material electrónico y de aparatos y equipos de comunicación",Analysis of the Gordon-Haus Effect in Quasi-Soliton Systems,Ico20: Optical Communication. Proceedings Of Spie
0000000680,"EFRAIN SOLARTE RODRIGUEZ, JOSE OSCAR GUTIERREZ MONTES, HUGO RAMIREZ, RODRIGO NEIRA, JOSE ARROYABE, ALDO FRANCO REBOLLEDO, WILLIAM DAVID CRIOLLO GOMEZ, JOHN JAIRO SANDOVAL COBO",Laser Light Propagation in Adipose Tissue and Laser Effects on Adipose Cell Membranes,Ico20: Biomedical Optics. Proceedings Of Spie,False,2006,No Aplica,No Aplica,6026,29 - 37,Laser Therapy;Diode Laser;Adipocyte;Cell Membrane;Tissue Clearing,"Ciencias Médicas y de la Salud;Medicina Clínica;Cirugía, Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química",Fabricación de equipos de instrumentación médico,Laser Light Propagation in Adipose Tissue and Laser Effects on Adipose Cell Membranes,Ico20: Biomedical Optics. Proceedings Of Spie
0000000680,"EDITH RODRIGUEZ, ELENA MONTILLA ROSERO, MAURICIO JARAMILLO AYERBE, EFRAIN SOLARTE RODRIGUEZ, ALVARO EFRAIN BASTIDAS GUSTIN","Simulation model of scattering properties and extinction of laser light applied to urban aerosols over the city of Cali, Colombia","Lidar Technologies, Techniques, And Measurements For Atmospheric Remote Sensing",False,2005,No Aplica,No Aplica,5984,179 - 184,LIDAR;Atmospheric Aerosols;PM10;Coherent Light Scattering,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas","Aeronáutica y espacio, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.","Simulation model of scattering properties and extinction of laser light applied to urban aerosols over the city of Cali, Colombia","Lidar Technologies, Techniques, And Measurements For Atmospheric Remote Sensing"
