idgruplac,verificado,tipo,capitulo,lugar,fecha,libro,isbn,volumen,paginas,editorial,autores
00000000003625,False,Otro capítulo de libro publicado,Comunicación y asociatividad para la formación de Gestores Tecnológicos en el contexto de la Innovación Abierta,Colombia,2010,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca,978-958-732-049-7,,421 - 429,Ediorial Universidad Del Cauca,"ADRIANA PAOLA SANCHEZ RICO, CAROLINA QUINONEZ ZUNIGA"
00000000003625,False,Capítulo de libro,COMUNIDADES DE PRÁCTICA EN EL CAUCA,Colombia,2010,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca,978-958-732-049-7,,20 - 56,Ediorial Universidad Del Cauca,DEYCY JANETH SANCHEZ PRECIADO
00000000003625,False,Otro capítulo de libro publicado,"Génesis y evolución de un sistema regional de ciencia, tecnología e innovación",Colombia,2010,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca,978-958-732-049-7,,823 - 826,Ediorial Universidad Del Cauca,"ADOLFO PLAZAS TENORIO, ADRIANA PAOLA SANCHEZ RICO, CAMPO ELIAS BERNAL"
00000000003625,False,Otro capítulo de libro publicado,Dinamización de las Relaciones Universidad Empresa Estado,Colombia,2010,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca,978-958-732-049-7,,731 - 741,Ediorial Universidad Del Cauca,ADOLFO PLAZAS TENORIO
00000000003625,False,Otro capítulo de libro publicado,DESARROLLO DE PRODUCTOS TURÍSTICOS FUNDAMENTADOS EN LAS CADENAS DE PRODUCTORES RURALES DE PEQUEÑA ESCALA EN CAUCA ¿ COLOMBIA: UNA ESTRATEGIA PARA EL DESARROLLO REGIONAL,Colombia,2006,Perspectivas De Investigación Para El Cauca: Una Construcción Interdisciplinaria Sobre El Desarrollo Tecnológico Y Su Impacto En El Entorno,978-958-9451-16-8,,62 - 83,Universidad del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO, ANDRES CASTRILLON"
00000000003625,False,Otro capítulo de libro publicado,PANELA AGRY- ALIMENTARY CHAIN OF CAUCA-COLOMBIA CASE STUDY: APPROACH TO A KNOWLEDGE MANAGEMENT MODEL FOR A RURAL TERRITORY,Inglaterra,2006,Technology And Global Integration,1854494112,1,688 - 695,No Aplica,"DEYCY JANETH SANCHEZ PRECIADO, LUZ STELLA PEMBERTHY GALLO, ADOLFO PLAZAS TENORIO"
00000000004639,False,Capítulo de libro,Perspectivas de un diseño curricular fundamentado en la Motricidad y el desarrollo Humano,Colombia,2005,Cuerpo - Movimiento: Perspectivas,958-8225-63-9,1,298 - 321,Centro Editorial Universidad Del Rosario,"LUIS GUILLERMO JARAMILLO ECHEVERRI, PEDRO ANIBAL YANZA MERA"
00000000003212,False,Otro capítulo de libro publicado,Developing for other cultures. A Cultural Model for Learning Tools Design in the Nasa (Paez) Amerindian Context,Estados Unidos,2010,Human-Computer Etiquette,9781420069457,,250 - 280,Taylor And Francis,"TULIO ENRIQUE ROJAS CURIEUX, SANTIAGO RUANO RINCON, GILLES COPPIN, ANNABELLE BOUTET, FRANCK POIRIER"
00000000004639,False,Otro capítulo de libro publicado,"La práctica pedagógica, un concepto en tensiones",Brasil,2018,DIÁLOGOS E INTERLOCUÇÕES: experiências e práticas pedagógicas na América Latina Volume II,978-85-444-2191-8,,101 - 117,EDITORA CRV,"LIZZETH MARCELLY TORRES QUINTERO, JORGE ALBERTO ORTIZ VIVAS"
00000000004639,False,Otro capítulo de libro publicado,EL OTRO EN LA CONSTRUCCIÓN IDENTITARIA EN LA CLASE DE EDUCACIÓN FÍSICA,Colombia,2018,EXPRESIONES MOTRICES,-978-958-5504-15-8,,133 - 146,Institución Universitaria CESMAG,VICTOR HUGO QUILINDO
00000000004639,False,Capítulo de libro,LENGUAJES Y SABERES PARA LA PAZ: CONTRIBUCIONES A LA INCLUSIÓN SOCIAL DESDE LAS PRÁCTICAS RECREATIVAS,Colombia,2018,"I congreso internacional Educación Física, Recreación y Deportes: aportes para la Convivencia y la Paz",978-620-2-15107-8,,245 - 253,Editorial Academica Española,ROBINSON MENESES LLANOS
00000000004639,False,Otro capítulo de libro publicado,LENGUAJES Y SABERES PARA LA PAZ: CONTRIBUCIONES A LA INCLUSIÓN SOCIAL DESDE LAS PRÁCTICAS RECREATIVAS,España,2018,"I Congreso Internacional de Educación Física, Recreación y Deporte: Aportes para la Convivencia y la Paz",978-620-2-15107-8,,253 - 264,ACADEMIA ESPAÑOLA,ROBINSON MENESES LLANOS
00000000004639,False,Otro capítulo de libro publicado,"I congreso Internacional de Educación Física, Recreación, Deporte y Actividad física: ""Aportes para la Convivencia y la Paz""",España,2018,"I Congreso Internacional de Educación Física, Recreación y Deporte: Aportes para la Convivencia y la Paz",978-620-2-15107-8,,253 - 264,Editorial Academica Española,ROBINSON MENESES LLANOS
00000000004639,False,Capítulo de libro,Campo institucional y de saber de la Recreación: ¿De qué tipo de recreación estamos hablando?,Colombia,2019,Una mirada a la recreación y el ocio en los programas universitarios colombianos Red de Universidades Formadoras en Recreación y Ocio de Colombia - RUFROC,978-958-5592-02-5,,44 - 61,Coedicion Kinesis Colciencias Universidad De Antioquia,ROBINSON MENESES LLANOS
00000000004639,False,Otro capítulo de libro publicado,COMPETENCIAS DE LA FORMACIÓN PROFESIONAL DEL EDUCADOR FÍSICO EN EL CAMPO DEL DEPORTE EN LAS DIFERENTES UNIVERSIDADES COLOMBIANAS,Colombia,2019,METODOLOGÍAS ACTIVAS EN CIENCIAS DEL DEPORTE VOL. I,978-84-17964-13-9,,493 - 516,WANCEULEN,VICTOR HUGO QUILINDO
00000000004639,False,Otro capítulo de libro publicado,MANIFESTACIONES DE LA CREATIVIDAD MOTRIZ EN LA CLASE DE EDUCACIÓN FÍSICA CON NIÑOS Y NIÑAS DE BÁSICA PRIMARIA,España,2019,METODOLOGÍAS ACTIVAS EN CIENCIAS DEL DEPORTE VOL. II,978-84-17964-15-3,,413 - 437,WANCEULEN,VICTOR HUGO QUILINDO
00000000004639,False,Otro capítulo de libro publicado,PROYECTO DE INVESTIGACIÓN COMPETENCIAS DE LA FORMACIÓN PROFESIONAL DEL EDUCADOR FÍSICO EN EL CAMPO DE LA EDUCACIÓN FÍSICA - COLOMBIA 2017 - 2018,Colombia,2019,METODOLOGÍAS ACTIVAS EN CIENCIAS DEL DEPORTE VOL. I,978-84-17964-13-9,,473 - 492,WANCEULEN,VICTOR HUGO QUILINDO
00000000004639,False,Capítulo de libro,los sentidos que los estudiantes le dan a los lenguajes artísticos en el programa de actividad física formativa de la Universidad del Cauca,Colombia,2020,Revolución en la Formación y la Capacitación para el Siglo XXI,978-958-52333-7-9,,200 - 208,Instituto Antioqueño de Investigación,PAULO CESAR ALEGRIA PENA
00000000004639,False,Capítulo de libro,Las prácticas formativas y el campo de la recreación: estilos y voces de los procesos de investigativos entre 2012 y 2019,Colombia,2020,"Perspectivas del Ocio y la Recreación. Prácticas, discursos y elecciones formativas en educación superior. ",978-958-5592-56-8,,101 - 130,Kinesis,ROBINSON MENESES LLANOS
00000000004639,False,Capítulo de libro,Las practicas formativas y el campo de la recreación: estilos y voces de los procesos investigativos entre 2012 y 2019,Colombia,2020,"Perspectivas del ocio y la recreación : prácticas, discursos y elecciones formativas en educación superior",978-958-5592-56-8,,101 - 130,Kinesis,ROBINSON MENESES LLANOS
00000000004639,False,Capítulo de libro,ENTRE EL TRABAJO EN CASA Y EL USO DEL TIEMPO ¿LIBRE¿: OTRA FORMA DE HACER OCIO Y RE-CREACI¿N DE LOS MAESTROS,Colombia,2021,El papel del ocio y de la recreación frente a la COVID-19 en Colombia : foro interinstitucional,978-958-5592-64-3,,65 - 78,Kinesis,ROBINSON MENESES LLANOS
00000000003212,False,Otro capítulo de libro publicado,Cosmovisión indígena sobre el agua en el cauca Andino,Colombia,2001,"Historia, Geografía Y Cultura Del Cauca: Territorios Posibles",958-9475-27-2,1,275 - 306,Universidad del Cauca,HUGO PORTELA GUARIN
00000000003212,False,Otro capítulo de libro publicado,Plan de vida,Colombia,2002,Palabras Para Desarmar,958-97054-9-9,1,341 - 350,MINISTERIO DE CULTURA,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,La vaca es de color negra: ¿Interferencia o simplemente mala concordancia?,Colombia,2003,Participación De Las Lenguas En La Construcción De Sentidos Sociales. ,958-611-088-5,1,405 - 414,Imprenta patriótica,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,Por los caminos de la recuperación de la lengua páez (nasa yuwe),Colombia,2006,Popayán: 470 Años De Historia Y Patrimonio.,978-9-5897-7318-5,,279 - 286,No Aplica,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,Logros y retos de la Etnoeducación en Colombia,Colombia,2006,Universitas Revista De La Universidad Politécnica Salesiana Del Ecuador. Otras Perspectivas De Democracia. Educación E Interculturalidad.,9978-10-017-2,,145 - 182,Editorial Don Bosco,"LILIA TRIVINO GARZON, LIBIO PALECHOR AREVALO"
00000000003212,False,Otro capítulo de libro publicado,"Assertion, engagement et connaissance en Paez",Francia,2007,"Énonciation Médiatisée, Vol Ii Illustrations Amériendiennes Et Caucasiques",9789042918641,II,49 - 64,Peeters Publishers,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,Reflexiones a propósito de los sistemas fonológicos de cuatro lenguas de la Amanzonía peruana,Perú,2007,Fonologías. Volumen I. Descripciones Lingüísticas,978-603-45095-0-4,I,9 - 28,No Aplica,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,Teratologización y penalización: los fundamentos ideológicos de representación del ¿indígena¿ en la sociedad y justicia colombianas,Colombia,2008,Representaciones legales de la alteridad indígena,0,,95 - 134,Editorial Universidad Del Cauca,"TULIO ENRIQUE ROJAS CURIEUX, GUIDO BARONA BECERRA"
00000000003212,False,Otro capítulo de libro publicado,Colombia Caribeña,Colombia,2009,Atlas Sociolingüisticvo De Pueblos Indígenas En América Latina,978-92-806-4491-3,,697 - 706,Unicef,"ESTEBAN DIAZ MONTENEGRO, CANDELARIA CARRIAZO LAMADRID"
00000000003212,False,Otro capítulo de libro publicado,Capítulo VIII. Llanura Costera Del Pacífico. Aspectos Generales,Colombia,2009,Atlas Sociolingüisticvo De Pueblos Indígenas En América Latina,978-92-806-4491-3,,647 - 651,Unicef,TULIO ENRIQUE ROJAS CURIEUX
00000000004639,False,Capítulo de libro,Una libertad puesta en cuestión: la investigación investida,Colombia,2017,Saberes Nómadas: Derivadas del pensamiento propio,0121-7550,,67 - 77,Ediciones Universidad Central,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Capítulo de libro,Práctica reflexiva y estrategias de aprendizaje: lo extraño de lo lúdico,Colombia,2017,Disertaciones Académicas,978-958-8966-17-5,,193 - 197,Editorial Fundación Universitaria Juan de Castellanos,ROBINSON MENESES LLANOS
00000000004639,False,Capítulo de libro,LA RECREACIÓN COMO CAMPO DE SABER Y CAMPO INSTITUCIONAL EN COLOMBIA,Colombia,2017,Evaluación de la calidad y el aprendizaje en organizaciones y sujetos Autores Varios,978-1-945570-30-8,,42 - 55,Santiago Arboleda Prado,ROBINSON MENESES LLANOS
00000000004639,False,Otro capítulo de libro publicado,Corporeidad en-actuada: experiencia re-encarnadora del cuerpo,Colombia,2010,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,978-958732066-4,,31 - 53,Editorial De La Universidad Del Cauca,FRANCISCO FERNANDO BOHORQUEZ GONGORA
00000000004639,False,Otro capítulo de libro publicado,Motricidad y desarrollo humano en madres comunitarias del macizo colombiano,Colombia,2005,Consentido,9589475809,1,155 - 162,Universidad del Cauca,"PEDRO ANIBAL YANZA MERA, CARLOS IGNACIO ZUNIGA LOPEZ"
00000000004639,False,Otro capítulo de libro publicado,Investigación y Subjetividad,España,2005,IV Congreso Internacional de Motricidad Humana,0,200,117 - 125,Imprenta Provincial de A Coruña,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Otro capítulo de libro publicado,La Competición en escuela: un proceso de domesticación,Brasil,2006,Investigación Acción Participativa: ¿¿Qué?? Desafíos a la construcción colectiva del conocimiento.,0,1,11 - 23,Bagaco,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Otro capítulo de libro publicado,"Inteligencia creadora, ludismo y motricidad",Colombia,2006,"inteligencia creadora, ludismo y motricidad",0,1,,En-acción / Unicauca,EUGENIA TRIGO AZA
00000000004639,False,Otro capítulo de libro publicado,Hacia una de-construcción del concepto de ciencia,Colombia,2006,"¿Recorre la civilización el mismo camino que el sol? Pedogogía, Subjetividad y Cultura",0,1,13 - 34,Unicauca,"EUGENIA TRIGO AZA, SERGIO TORO"
00000000004639,False,Otro capítulo de libro publicado,"OCIO, TIEMPO LIBRE Y RECREACION",Argentina,2009,"Democratización Del Deporte, La Educación Física Y La Recreación. Aportes A La Integración Regional Y La Cooperación Internacional.",978-987-24916-0-4,,27 - 37,No Aplica,PEDRO ANIBAL YANZA MERA
00000000004639,False,Otro capítulo de libro publicado,La relación entre Merleau-Ponty y Gurwitsch en torno a la fenomenología de Husserl: ¿progreso o ruptura?,Perú,2009,Acta Fenomenológica Latinoamericana. Volumen Iii (Actas Del Iv Coloquio Latinoamericano De Fenomenología),978-9972-42-901-9,,483 - 498,Pontificia Universidad Catolica Del Peru Fondo Editorial 2003,"LUIS GUILLERMO JARAMILLO ECHEVERRI, JUAN CARLOS AGUIRRE GARCIA"
00000000004639,False,Otro capítulo de libro publicado,Motricidade Humana Hoje,Brasil,2009,Motricidad Humana: Uma Metaciencia?,978-85-88375-43-7,,49 - 81,No Aplica,EUGENIA TRIGO AZA
00000000004639,False,Otro capítulo de libro publicado,La Motricidad Humana en la Encrucijada de la Complejidad,Colombia,2010,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,978-958732066-4,,81 - 102,Editorial De La Universidad Del Cauca,"FRANCISCO FERNANDO BOHORQUEZ GONGORA, CLARA INES CORDOBA"
00000000004639,False,Otro capítulo de libro publicado,"PROBLEMATIZAR LA EXPERIENCIA FORMATIVA, BÚSQUEDA DE UNA MAESTRA EN EL ÁREA DE EDUCACIÓN FÍSICA",Colombia,2017,Estudios culturales y pensamientos pedagógicos latinoamericanos,-978-1-945570-29-2,,288 - 300,REDIPE Red Iberoamericana de Pedagogía,LIZZETH MARCELLY TORRES QUINTERO
00000000004639,False,Otro capítulo de libro publicado,Amor y Juego-Investigación y Deseo ¿Es posible asumir la investigación como Infinito...como algo natural?,Colombia,2010,Orígenes Y Dinámica De Los Semilleros De Investigación En Colombia. La Visión De Los Fundadores,978-958-732-024-4,,158 - 171,Taller Editorial De La Universidad Del Cauca,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Capítulo de libro,La ciencia: entre el objetivismo construccionismo,Colombia,2010,Cuadernos De Epistemología 4: Reflexiones En Torno A La Filosofía De La Ciencia Y La Epistemología,978-958-732-048-0,,71 - 96,Ediorial Universidad Del Cauca,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Capítulo de libro,Consideraciones ontológicas y epistemológicas de la Biología del conocimiento,Colombia,2010,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,978-958732066-4,,119 - 136,Editorial De La Universidad Del Cauca,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Capítulo de libro,Somatología: la prehistoria de la ciencia de la Motricidad Humana,Colombia,2010,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,978-958732066-4,,3 - 160,Editorial De La Universidad Del Cauca,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Otro capítulo de libro publicado,La sexualidad como co-extensión de la sexualidad,Colombia,2010,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,978-958732066-4,,71 - 79,Editorial De La Universidad Del Cauca,CLAUDIA CONSTANZA PINZON ROMERO
00000000004639,False,Capítulo de libro,El concepto levinasiano de substitución en el contexto de la investigación social,Colombia,2011,Cuadernos De Epistemología 5: Reflexiones En Torno A La Filosofía De La Ciencia Y La Epistemología,978-958-732-097-8,,75 - 97,Editorial Universidad Del Cauca,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000004639,False,Capítulo de libro,Investigación y Subjetividad: des-sedimentando a partir de lo indecible,Colombia,2013,En-Acción 7: Simientes De La Motricidad Humana. Primeros Brotes De Investigación,978-958-732-118-0,,239 - 270,Editorial Universidad Del Cauca,"LUIS GUILLERMO JARAMILLO ECHEVERRI, JUAN CARLOS AGUIRRE GARCIA, FRANCISCO BOHORQUEZ G, PEDRO ANIBAL YANZA MERA, ERICA ESMERALDA DAVILA, CLAUDIA CONSTANZA PINZON ROMERO, MARIA DORALICE GIRALDO SOLARTE"
00000000004639,False,Capítulo de libro,Comunicación en la formación del médico: dos miradas en el programa de medicina Universidad del Cauca,Colombia,2013,Simientes de la motricidad humana: primeros brotes de investigación,n,,197 - 237,Universidad del Cauca,"FRANCISCO FERNANDO BOHORQUEZ GONGORA, ERIKA ESMERALDA DAVILA CORDOBA, MARIA DORALICE GIRALDO SOLARTE, CLARA INES CORDOBA, LUIS GUILLERMO JARAMILLO ECHEVERRI, CLAUDIA CONSTANZA PINZON ROMERO, JUAN CARLOS AGUIRRE GARCIA, PEDRO YANZA"
00000000004639,False,Capítulo de libro,Sentidos del cuerpo sexuado,Colombia,2013,En-Acción 7: Simientes De La Motricidad Humana. Primeros Brotes De Investigación,978-958-732-118-0,,49 - 86,Editorial Universidad Del Cauca,CLAUDIA CONSTANZA PINZON ROMERO
00000000004639,False,Capítulo de libro,Hermenéutica y Motricidad: La carne interior que somos,Colombia,2013,Motricidad Escenarios De Debate.,978-958-8695-40-2,,99 - 122,Editorial Kinesis,LUIS GUILLERMO JARAMILLO ECHEVERRI
00000000003212,False,Otro capítulo de libro publicado,Llanura Costera Del Pacífico. Colombia en el Pacífico,Colombia,2009,Atlas Sociolingüisticvo De Pueblos Indígenas En América Latina,978-92-806-4491-3,,660 - 673,Unicef,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro capítulo de libro publicado,Le langue paez,Francia,2011,Dictionnaire De Langues.,978-2-13-056914-5,,1546 - 1554,Presses Universitaries De France Puf,TULIO ENRIQUE ROJAS CURIEUX
00000000000619,False,Capítulo de libro,Meningitis por hongos,Colombia,2009,"Capítulo 87. En: Texto De Medicina Interna, 1a Edición.",978-958-732-012-1,,685 - 687,Ediorial Universidad Del Cauca,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000003212,False,Otro capítulo de libro publicado,"Medios de comunicación masiva, nuevas tecnologías y lenguas amenazadas. Lenguas indígenas del Cauca, Colombia",Colombia,2011,"Endangered Languages - Voices And Images - Proceedings Of Fel Xv, Quito, Ecuador.",978-0-9560210-3-8,,120 - 126,Pontificia Universidad Catolica De Ecuador,ESTEBAN DIAZ MONTENEGRO
00000000008155,False,Otro capítulo de libro publicado,Synthesis of nanoparticles ZnO powders by controlled precipitation,Estados Unidos,1998,"CERAMIC PROCESSING SCIENCE (Ceramic Transactions, volume 83)",0,,19 - 26,The American Ceramic Society,"PEDRO DURAN BOTIA, CARLOS MOURE JIMENEZ, JOSE FRANCISCO FERNANDEZ LOZANO, JORGE ENRIQUE RODRIGUEZ PAEZ"
