idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000002142,False,Libro resultado de investigación,Rubiaceae de Colombia. Guía Ilustrada de Géneros,Colombia,2004,8151-31-7,Editorial López,"BERNARDO RAMIRO RAMIREZ PADILLA, HUMBERTO MENDOZA CIFUENTES, LUIS CARLOS JIMENEZ"
00000000002142,False,Libro resultado de investigación,Guía Ilustrada De Géneros De Melastomataceae Y Memecylaceae De Colombia,Colombia,2006,9588151678,Editorial López,"HUMBERTO MENDOZA CIFUENTES, BERNARDO RAMIRO RAMIREZ PADILLA"
00000000002142,False,Libro resultado de investigación,"El Macizo Colombiano, Diversidad, Potencialidades Y Conservación Vegetal",Colombia,2007,958-9451-22-5,Editorial Universidad Del Cauca,"DIEGO JESUS MACIAS PINTO, BERNARDO RAMIRO RAMIREZ PADILLA, GISELLA MABEL PAZ PERAFAN, GIOVANNI VARONA BALCAZAR, LAURA VICTORIA MAMIAN GUZMAN"
00000000002142,False,Libro resultado de investigación,"Encuentro Nacional De Investigación Y Docencia En Administración. Epistemología, Investigación Y Educación En Las Ciencias Administrativas.",Colombia,2007,9789584407,Imprenta Universidad De Antioquia,"DIEGO JESUS MACIAS PINTO, BERNARDO RAMIRO RAMIREZ PADILLA"
00000000002142,False,Libro resultado de investigación,"El Macizo Colombiano, Diversidad, Potencialidades Y Conservación Vegetal",Colombia,2007,978-958-9451-22-9,Editorial Universidad Del Cauca,GIOVANNI VARONA BALCAZAR
00000000002142,False,Libro resultado de investigación,Catálogo De Helechos Y Plantas Afines Del Departamento Del Cauca,Colombia,2007,978-958-440611-8,Editorial Universidad Del Cauca,"BERNARDO RAMIRO RAMIREZ PADILLA, DIEGO JESUS MACIAS PINTO"
00000000008160,False,Libro resultado de investigación,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca,Colombia,2008,978-95-89451-98-4,Editorial Universidad Del Cauca,"ALVARO RENDON GALLON, OSCAR MAURICIO CAICEDO RENDON, MARIO FERNANDO SOLARTE SARASTY"
00000000002192,False,Libro resultado de investigación,Café y coca: condiciones de sustentabilidad en el suroccidente colombiano,Colombia,2020,9-789587-324105,Universidad del Cauca,"OLGA LUCIA CADENA DURAN, ALEJANDRA GONZALEZ ACEVEDO, OLGA LUCIA SANABRIA DIAGO"
00000000004639,False,Libro resultado de investigación,Motricidad Humana y gestión comunitaria: una propuesta curricular,Colombia,2008,978-958-732014-5,Universidad Del Cauca Facultad De Ciencias Naturales Exactas Y De La Educacion,"EUGENIA TRIGO AZA, CLARA INES CORDOBA, FRANCISCO BOHORQUEZ, GERARDO NAUDORF, HARVEY MONTOYA, LUIS GUILLERMO JARAMILLO, MARTHA PARADA, NOHORA MARTINEZ, PEDRO ANIBAL YANZA, PEDRO MOLANO"
00000000008155,False,Libro resultado de investigación,Acción fotocatalítica del TiO2 sobre células cancerígenas,Alemania,2012,978-3-8484-5806,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000008155,False,Libro resultado de investigación,Pigmentos funcionales,Alemania,2012,978-3-8484-6757,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000003212,False,Libro resultado de investigación,El señuelo patrimonial. Pensamientos post-arqueológicos en el camino de los incas,Colombia,2019,978-958-660-359-1,Universidad Pedagógica y Tecnológica de Colombia,CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Arqueologías vitales,España,2019,978-84-16725-22-9,JAS Arqueología,CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Análisis de la política pública de reparación a las víctimas pertenecientes a comunidades étnica y culturalmente diferenciadas,Colombia,2019,978-958-5578-02-9,Universidad Libre,"OSCAR ANDRES LOPEZ CORTES, TULIO ENRIQUE ROJAS CURIEUX"
00000000003212,False,Libro resultado de investigación,Devenir trans. Relatos biográficos del tercer sexo en Popayán,Colombia,2019,978-958-732-355-9,Editorial Universidad Del Cauca,YINNA ISABEL ORTIZ ORDONEZ
00000000003212,False,Libro resultado de investigación,Crítica de la razón arqueológica. Arqueología de contrato y capitalismo.,Colombia,2017,978-958-8852-41-6,Editorial Instituto Colombiano de Antropología e Historia ICANH,CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Challenging the dichotomy : the licit and the illicit in archaeological and heritage discourses,Estados Unidos,2016,978-0-8165-3130-1,The University of Arizona Press,CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Arqueología y decolonialidad,Argentina,2016,978-987-3784-30-9,Ediciones del Signo,CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Namoi kilelipe as'an c'ipik kin. Así contaban nuestros mayores,Colombia,2015,978-958-46-8931-3,Signa Artes Gráficas,"TULIO ENRIQUE ROJAS CURIEUX, ESTEBAN DIAZ MONTENEGRO, GENY KATERINE GONZALES CASTANO"
00000000003212,False,Libro resultado de investigación,Ethics And Archaeological Praxis,Estados Unidos,2014,978-1-4939-1645-0,"Springer Publishing Company, Inc.",CRISTOBAL GNECCO VALENCIA
00000000003212,False,Libro resultado de investigación,Una Mirada Al Habla Nasa Yuwe De Novirao,Colombia,2011,978-958-732-087-9,Ediorial Universidad Del Cauca,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Libro resultado de investigación,Palabra Y Memoria Nasa En El Resguardo De Novirao,Colombia,2011,978-958-732-079-4,Ediorial Universidad Del Cauca,"TULIO ENRIQUE ROJAS CURIEUX, ADONIAS PERDOMO, MARTHA ELENA CORRALES"
00000000003212,False,Libro resultado de investigación,Cartilla de Aprendizaje de Nasa Yuwe como segunda lengua Zuy Luuçxkwe kwe'kwesx ipx kwetuy piyaaka,Colombia,2010,978-958-44-6609-9,Independiente,"TULIO ENRIQUE ROJAS CURIEUX, MABEL FARFAN MARTINEZ"
00000000003212,False,Libro resultado de investigación,Léxico de la Lengua Namtrik de Totoró,Colombia,2009,978-958-44-5427-0,Independiente,"TULIO ENRIQUE ROJAS CURIEUX, BEATRIZ VASQUEZ, COMUNIDAD PUEBLO INDIGENA TOTORO"
00000000003212,False,Libro resultado de investigación,"Maestros Indígenas O Indígenas Maestros, Prácticas, Saberes Y Culturas Pedagógicas.",Colombia,2008,978-958-9451-85-4,Editorial Universidad Del Cauca,LILIA TRIVINO GARZON
00000000008155,False,Libro resultado de investigación,Conformación de termistores con coeficiente positivo de temperatura,Alemania,2012,978-3-8465-7603,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000008155,False,Libro resultado de investigación,Metodología Para Un Uso Racional De Las Arcillas,Alemania,2012,978-3-8484-5677-2,Editorial Académica Española,"JORGE ENRIQUE RODRIGUEZ PAEZ, CAROL AGUILAR PAZ"
00000000008155,False,Libro resultado de investigación,Capacidad fotodegradante de las nanopartículas de ZnO,Alemania,2012,978-3-8484-7295,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000001014,False,Libro resultado de investigación,Autobiografia Y Lengua Materna,Colombia,2005,958-9475-93-0,Universidad del Cauca,"MARY EDITH MURILLO, CONSTANZA EDY SANDOVAL PAZ"
00000000000619,False,Libro resultado de investigación,"Leishmaniosis: Aspectos Clínicos, Epidemiológicos, De Diagnóstico Y Tratamiento. Capítulo 16. En: Texto De Medicina Interna, 1a Edición.",Colombia,2009,978-958-732-012-1,Ediorial Universidad Del Cauca,LUIS REINEL VASQUEZ ARTEAGA
00000000001014,False,Libro resultado de investigación,El Estado del arte de la Lectura y la Escritura en la Universidad,Colombia,2015,978-958-732-169-2,Editorial Universidad Del Cauca,MARY EDITH MURILLO FERNANDEZ
00000000001014,False,Libro resultado de investigación,Flores Negras,Colombia,2010,9789584468802,SAMAVA,LUIS ARLEYO CERON PALACIOS
00000000001014,False,Libro resultado de investigación,La autobiografía : Una experiencia pedagógica,Colombia,2005,17946379,Reygraficas,MARY EDITH MURILLO FERNANDEZ
00000000001014,False,Libro resultado de investigación,La Didáctica De La Lengua Materna ¿ Estado De La Discusión En Colombia-,Colombia,2005,958-670-460-2,Universidad del Valle,MARY EDITH MURILLO FERNANDEZ
00000000001014,False,Libro resultado de investigación,Estaciones Del Noctámbulo,Colombia,2004,9589681255,Rey Graficas Coleccion Literaria Estuario,LUIS ARLEYO CERON PALACIOS
00000000008155,False,Libro resultado de investigación,Uso alternativo de las arcillas caoliníticas,Alemania,2012,978-3-659-05514,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000001014,False,Libro resultado de investigación,Procesos De Comunicación,Colombia,2003,958-9475-38-8,Gustavo Gili,"IRMA PIEDAD ARANGO GAVIRIA, MARTHA HELENA CORRALES CARVAJAL, MARISOL OROZCO ALVAREZ"
00000000001014,False,Libro resultado de investigación,Residencias Del Huespéd,Colombia,2002,9583335398,Rey Gráficas,LUIS ARLEYO CERON PALACIOS
00000000001014,False,Libro resultado de investigación,Monologos Del Emigrante,Colombia,2001,9583324159,Rey Gráficas,LUIS ARLEYO CERON PALACIOS
00000000001014,False,Libro resultado de investigación,Lectoescritura,Colombia,2000,958-9475-32-9,Editorial Universidad Del Cauca,"IRMA PIEDAD ARANGO GAVIRIA, MARTHA HELENA CORRALES CARVAJAL, NELLY MERCEDES PRADO PAREDES"
00000000008151,False,Libro resultado de investigación,Sistema de visión artificial para la identificación del signo de Frank,Colombia,2018,978-958-56724-5-1,Editorial Universidad Del Cauca,"ANA MARIA GUEVARA MERA, JOSE MIGUEL ARISTIZABAL TROCHEZ, RUBIEL VARGAS CANAS, JAIRO ALFONSO VASQUEZ LOPEZ, NELSON ADOLFO LOPEZ GARZON"
00000000008155,False,Libro resultado de investigación,Modificación de las propiedades del SBN por la inclusión de Fe y Co,España,2017,978-3-639-49782-3,Editorial Académica Española,"CLAUDIA FERNANDA VILLAQUIRAN RAIGOZA, SONIA GAONA JURADO"
00000000003212,False,Libro resultado de investigación,Falacias Del Pluralismo Jurídico Y Cultural En Colombia: Ensayo Crítico,Colombia,2007,958-9451-48-9,Editorial Universidad Del Cauca,"TULIO ENRIQUE ROJAS CURIEUX, GUIDO BARONA BECERRA"
00000000003212,False,Libro resultado de investigación,Plan De Vida Siona,Colombia,2003,958-9475-56-6,Universidad del Cauca,HUGO PORTELA GUARIN
00000000004639,False,Libro resultado de investigación,Nervaduras De La Motricidad Humana. Percepciones Desde El Grupo Kon-Moción.,Colombia,2010,978-958732066-4,Editorial De La Universidad Del Cauca,CLAUDIA CONSTANZA PINZON ROMERO
00000000004639,False,Libro resultado de investigación,Colombia Eco-Recreativa,Colombia,2011,978-1-4709-5418-5,IISABER,EUGENIA TRIGO AZA
00000000004639,False,Libro resultado de investigación,La Vida Y Sus Encricijadas,Colombia,2011,978-1-4475-1107-6,Léeme,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,La Motricidad Como Dimensión Humana - Un Abordaje Transdisciplinar,Colombia,2010,978-1-4466-5641-9,IISABER,EUGENIA TRIGO AZA
00000000004639,False,Libro resultado de investigación,"Colombia: Política, Encanto, Amor Y Odio.",Colombia,2012,978-1-291-16-224-0,No Aplica,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,en-acción 6 Nervaduras de la Motricidad Humana,Colombia,2010,958732066-4,Sello Editorial Universidad del Cauca,"PEDRO ANIBAL YANZA MERA, LUIS GUILLERMO JARAMILLO ECHEVERRI"
00000000004639,False,Libro resultado de investigación,semiologia deportiva e infiltraciones de Miembro Superior,Colombia,2010,978-958-732-034-3,Ediorial Universidad Del Cauca,CLARA INES CORDOBA LLANOS
00000000004639,False,Libro resultado de investigación,Motricidad Humana y gestión comunitaria: una propuesta curricular,Colombia,2008,958-732014-X,Universidad Del Cauca Facultad De Ciencias Naturales Exactas Y De La Educacion,FRANCISCO FERNANDO BOHORQUEZ GONGORA
00000000004639,False,Libro resultado de investigación,"EDUCACIÓN, COLAPSO MENTAL",España,2018,978-0-244-12577-6,EDITORIAL LULU.COM E INSTITUTO INTERNACIONAL DEL SABER,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,Índice De Felicidad Y Buen Vivir.,Colombia,2013,978-1-291-47865-5,No Aplica,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,Comunicación vital en medicina. De la relación clínica al diálogo formativo,Colombia,2018,9789587323269,Editorial Universidad Del Cauca,FRANCISCO FERNANDO BOHORQUEZ GONGORA
00000000004639,False,Libro resultado de investigación,Queremos seguir otro camino,Colombia,2017,958-732-259-0,Sello Editorial Universidad del Cauca,"PEDRO ANIBAL YANZA MERA, MARIA ANDREA SIMMONDS TABBERT, DEIBAR RENE HURTADO HERRERA"
00000000004639,False,Libro resultado de investigación,La finitud incierta: Ética y alteridad en el pensamiento filosófico de Joan-Carles Mélich Sagrá,Colombia,2017,978-958-8022-65-8,Centro Editorial Universidad Catolica De Manizales,"LUIS GUILLERMO JARAMILLO ECHEVERRI, DIEGO ARMANDO JARAMILLO OCAMPO, JHON FREDY ORREGO NORENA"
00000000004639,False,Libro resultado de investigación,DISERTACIONES ACADEMICAS,Colombia,2017,978-958-8966-17-5,Editorial Fundación Universitaria Juan de Castellanos,ROBINSON MENESES LLANOS
00000000004639,False,Libro resultado de investigación,DEL SUICIDIO A LA VIDA,España,2016,978-1-326-73550-0,EDITORIAL LULU.COM E INSTITUTO INTERNACIONAL DEL SABER,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,EL IMPERIO DEL CORAZÓN,España,2014,978-1-312-66059-5,INSTITUTO INTERNACIONAL DEL SABER,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,PROCESOS CREATIVOS EN INVESTIGACIÓN CUALITATIVA,España,2013,978-1-291-491168-5,LULU.COM,GUILLERMO ROJAS QUICENO
00000000004639,False,Libro resultado de investigación,Rehenes Del Miedo,Colombia,2012,978-1-291-22062-9,IISABER,EUGENIA TRIGO AZA
00000000004639,False,Libro resultado de investigación,Procesos Creativos En Investigación Cualitativa I,Colombia,2013,978-1-291-49142-5,IISABER,"EUGENIA TRIGO AZA, HELENA GIL DA COSTA, JOSE MARIA PAZOS COUTO"
00000000004639,False,Libro resultado de investigación,La teoría en la práctica: pensar la educación desde la escuela,Colombia,2013,978958-46-3360-6,Editorial Normal Santa Clara,"CLAUDIA CONSTANZA PINZON ROMERO, FRANCY ELENA PALECHOR MUNOZ, GLORIA JUDITH BOHORQUEZ, JUAN CARLOS AGUIRRE GARCIA, LIBIO PALECHOR AREVALO, LILIANA CARVAJAL ORTIZ, LUIAS CARLOS CERTUCHE ARROYO, LUIS GUILLERMO JARAMILLO ECHEVERRI, ULISES HERNANDEZ"
00000000004639,False,Libro resultado de investigación,en-acción 7 Simientes de la Motricidad,Colombia,2013,958-732-118-0,Sello Editorial Universidad del Cauca,PEDRO ANIBAL YANZA MERA
00000000003369,False,Libro resultado de investigación,NORMAS TRADICIONALES DE CONTROL AMBIENTAL,Colombia,2012,05467825,SAMAVA impresiones,"OLGA LUCIA SANABRIA DIAGO, ORGANIZACION INDIGENA OZBESCAC, 0RGANIZACION INDIGENA ACIESCA"
00000000003369,False,Libro resultado de investigación,"Productos forestales no maderables en los resguardos de Guangui y Calle Santa Rosa, Pacifico Caucano",Colombia,2012,978958732099-2300,SELLO UNIVERSIDAD DEL CAUCA,"OLGA LUCIA SANABRIA DIAGO, BERNARDO RAMIREZ, DIEGO MACIAS PINTO, HECTOR EMILIO RAMIREZ CHAVES, GIOVANNI VARONA"
00000000003369,False,Libro resultado de investigación,Manual de Herramientas Etnobotánicas relativas a Conservación y Uso Sustentable de los Recursos Vegetales¿,Chile,2011,978-956-9073-01-04,RED LATINOAMERICANA DE BOTANICA,"OLGA LUCIA SANABRIA DIAGO, SONIA LAGOS, RANDALL GARCIA, PAULINA CHACON"
00000000003369,False,Libro resultado de investigación,Cartilla De Educacion Ambiental Educando Para Formar Sembradores De Agua,Colombia,2007,978-958-9451-44-1,Univesidad Del Cauca,"OLGA LUCIA SANABRIA DIAGO, APOLINAR FIGUEROA CASAS"
00000000003369,False,Libro resultado de investigación,"Normas De Control Social Desde Las Comunidades Eperar Siapidaara De Los Resguardos De Guangui Y San Miguel De Infi, Municipio De Timbiqui (Departamento Del Cauca - Colombia)",Colombia,2004,9589475868,Gente Nueva Editorial,"ERNESTO HERNANDEZ BERNAL, COMUNIDADES EPERARA SIAPIDAARA DE CAUCA"
00000000003369,False,Libro resultado de investigación,Plan Regional de Ciencia y Tecnología del Pacifico Colombiano 1977-2006,Colombia,1997,XXXXXXXXXX,Centro Editorial Fundacion Universidad Del Valle,OLGA LUCIA SANABRIA DIAGO
00000000003369,False,Libro resultado de investigación,Fxi'Zsawe'Sx Tul: Plantas Y Saberes,Colombia,2012,978-958-99107-4-0,Asociación de Cabildos Nasa Çxhaçxha,MERY VICTORIA VELASCO PRADA
00000000003369,False,Libro resultado de investigación,"Las plantas y el territorio: Clasificaciónes, usos y concepciones en los Andes Colombianos",Ecuador,1996,9977-04-25,Abya - Yala,"ERNESTO HERNANDEZ BERNAL, PATRICIA CERON RENGIFO, BEATRIZ NATES CRUZ"
00000000003369,False,Libro resultado de investigación,El maiz es como el corazon de la humanidad,Colombia,1991,234-567-980,Taller De Diseno E Impresion Pintap Mawa,"OLGA LUCIA SANABRIA DIAGO, WILLIAM GARCIA, MILTON COLLAZOS, VICENTE PENA FERNANDEZ"
00000000003369,False,Libro resultado de investigación,EL MAIZ ES COMO EL CORAZON DE LA HUMANIDAD:KHUTA´NASA UUS FIZAN´I,Colombia,1991,45678,Rey Gráficas,OLGA LUCIA SANABRIA DIAGO
00000000003369,False,Libro resultado de investigación,"Uso y manejo forestal en la comunidad de Xul, en el sur de Yucatán",México,1986,8489600086,INSTITUTO NACIONAL DE INVESTIGACIONES SOBRE RECURSOS BIOTICOS INIREB,OLGA LUCIA SANABRIA DIAGO
00000000004638,False,Libro resultado de investigación,Ultrasound Applications in Food Processing: Recent Advances,Estados Unidos,2017,978-1118964187,Wiley & Sons,"MARIA DEL MAR VILLAMIEL GUERRA, ANTONIA MONTILLA"
00000000003369,False,Libro resultado de investigación,Normas Tradicionales de control ambiental desde las comunidades Epera-Siapidaara de los Municipios de Timbiqui y Lopez de Micay del Departamento del Cauca,Colombia,2012,xxxxxxxx,SAMAVA impresiones,"OLGA LUCIA SANABRIA DIAGO, 0RGANIZACION INDIGENA ACIESCA, ORGANIZACION INDIGENA OZBESCAC, GIOVANNI VARONA, BERNARDO RAMIREZ, DIEGO MACIAS PINTO, DEMETRIO MOYA OBISPO, LIZANDRO QUIRO CHIRIMIA"
00000000004638,False,Libro resultado de investigación,Arquitecturas de Gestión de Redes y Servicios de Telecomunicaciones,Colombia,2009,978-958-8308-50-0,Impresora Feriva S A,"JOSE LUIS ARCINIEGAS HERRERA, FERNANDO VELEZ"
